California County,census_tract,hispanic,white,african_american,native_american,asian_american,other,unemployment,poverty,ces_pollution_score,ozone,pesticides,tox_release,asthma,cardiovascular_disease,low_birth_weight
San Bernardino,6071008710.0,39.0,55.5,1.0,0.7,1.7,2.2,14.3,62.9,22.85,0.068,0.0,264.9625347,41.98,11.17,6.22
Santa Barbara,6083002102.0,52.2,40.9,0.8,0.5,2.9,2.6,4.1,33.5,22.85,0.035,2348.87,45.19044189,58.41,6.75,5.74
Alameda ,6001444100.0,28.8,39.9,3.2,0.1,22.9,5.1,6.0,13.9,22.84,0.035,0.0,149.1867239,73.21,10.59,5.33
Santa Cruz,6087110600.0,83.3,11.2,0.5,0.2,3.7,1.1,8.6,54.0,22.84,0.038,1419.36,0.9237918409999999,31.27,3.5,4.3
Riverside ,6065043304.0,19.6,72.8,1.4,0.7,3.7,1.8,11.3,37.1,22.83,0.062,26.08,515.0633533,57.46,12.23,5.43
Los Angeles,6037192300.0,7.9,66.9,4.1,0.0,17.4,3.7,7.3,15.6,22.82,0.048,0.0,2248.238793,49.97,5.61,4.09
Los Angeles,6037113322.0,19.3,54.8,3.7,0.1,18.8,3.3,9.1,18.2,22.81,0.057,0.0,386.06065060000003,41.76,7.46,3.17
Napa ,6055200501.0,54.2,41.7,0.2,0.6,1.4,1.9,8.9,45.2,22.8,0.035,0.18,840.2514617999999,40.15,5.46,4.35
San Mateo,6081606100.0,41.3,29.8,2.5,0.1,21.8,4.5,8.0,33.5,22.79,0.033,0.0,152.93328380000003,58.65,4.48,3.73
San Diego,6073000900.0,29.6,51.8,7.7,0.4,6.8,3.7,10.6,45.9,22.79,0.04,0.0,201.3415928,59.66,7.26,5.8
Los Angeles,6037900201.0,39.7,52.7,2.8,0.7,1.3,2.8,10.8,53.3,22.77,0.062,2686.04,10.19752615,118.95,14.72,2.7
San Diego,6073013310.0,44.4,16.9,5.7,0.2,28.9,3.9,6.1,24.4,22.77,0.038,0.0,634.7270766,25.8,4.28,5.93
Santa Clara,6085509304.0,28.7,40.3,2.9,0.0,24.5,3.6,6.8,19.3,22.76,0.035,0.0,221.75793169999997,21.28,6.69,7.32
Fresno ,6019005513.0,15.8,68.7,2.3,0.8,10.0,2.4,9.7,13.3,22.75,0.065,0.0,1813.605873,47.7,7.52,6.16
Orange ,6059052502.0,24.1,51.6,1.4,0.0,20.1,2.7,6.8,9.6,22.75,0.048,0.0,50283.69765,38.47,7.7,4.11
San Diego,6073016201.0,12.9,78.0,1.7,0.2,4.1,3.2,5.7,11.0,22.74,0.044000000000000004,0.0,140.3432422,58.72,9.95,4.66
Solano ,6095252903.0,17.6,73.9,1.6,0.3,2.9,3.7,7.1,18.3,22.74,0.04,270.69,281.1490369,60.19,8.03,5.85
Los Angeles,6037311300.0,25.0,60.0,1.8,0.5,10.3,2.5,5.0,22.4,22.74,0.055,0.0,1485.1170220000001,39.81,7.05,4.76
Los Angeles,6037702700.0,20.9,57.8,2.3,0.1,14.5,4.4,3.5,7.2,22.74,0.046,0.0,1847.924986,38.41,7.29,5.46
Riverside ,6065043009.0,43.3,44.9,3.8,0.6,4.2,3.0,14.8,22.6,22.74,0.057,0.0,1483.7021960000006,45.1,14.31,4.73
Sutter ,6101050301.0,23.3,63.4,1.1,0.8,7.4,3.9,17.5,28.7,22.73,0.048,1.14,0.43430429299999995,40.59,12.26,3.95
San Francisco,6075012100.0,13.0,50.1,4.6,0.9,26.4,5.0,6.5,31.8,22.73,0.03,0.0,233.4511542,42.79,3.75,5.94
San Mateo,6081610100.0,47.8,39.8,1.8,0.2,7.9,2.6,7.2,31.7,22.71,0.033,0.0,148.9830605,82.71,6.95,5.63
Los Angeles,6037403404.0,13.8,16.1,3.0,0.0,64.4,2.7,6.1,14.5,22.69,0.055,1.65,22759.800030000002,25.2,7.52,8.33
San Diego,6073013908.0,56.8,20.9,11.1,0.3,7.7,3.1,10.7,34.0,22.68,0.042,0.0,187.174531,71.01,7.2,4.88
Madera ,6039000509.0,26.3,67.6,1.0,0.9,2.4,1.8,3.2,27.9,22.67,0.062,19.99,1665.357642,44.5,7.05,6.62
Los Angeles,6037101110.0,28.0,56.1,1.6,0.3,10.4,3.7,8.8,41.6,22.67,0.055,0.0,879.1633721000003,43.41,10.81,3.44
Orange ,6059088002.0,28.5,31.7,0.9,0.1,36.6,2.3,8.6,27.0,22.67,0.046,0.0,15900.92829,52.06,10.12,3.58
Los Angeles,6037273902.0,9.1,79.9,3.0,0.1,4.6,3.4,10.0,17.7,22.67,0.046,0.0,1652.29808,27.83,6.45,4.41
San Bernardino,6071010024.0,32.7,61.8,2.3,0.3,1.3,1.5,10.1,33.0,22.65,0.065,0.0,327.4234624,64.96,11.92,4.82
Ventura ,6111008202.0,27.8,59.4,1.5,0.3,8.2,2.8,8.8,19.5,22.63,0.055,0.0,38.96630696,40.82,11.19,4.66
Orange ,6059075507.0,49.8,29.2,2.9,0.3,15.1,2.7,9.9,36.3,22.63,0.048,0.0,47019.67287,34.8,7.04,3.25
Los Angeles,6037571502.0,32.7,23.1,17.9,0.3,21.6,4.5,12.1,31.7,22.63,0.042,0.0,6111.940281,44.04,6.01,5.78
Los Angeles,6037481713.0,14.6,2.7,0.3,0.0,81.9,0.5,4.1,49.4,22.63,0.048,0.0,6594.3045299999985,28.92,5.01,3.23
San Mateo,6081600900.0,8.7,38.3,1.0,0.1,48.3,3.6,5.7,28.5,22.62,0.03,0.58,126.8726487,47.6,7.59,5.76
Santa Barbara,6083002209.0,73.7,20.0,0.8,0.4,3.6,1.5,10.9,47.9,22.58,0.035,0.02,64.81208346,58.41,6.75,4.37
San Diego,6073019501.0,86.4,8.1,1.3,0.5,2.2,1.4,9.1,64.9,22.57,0.044000000000000004,0.0,43.8886575,54.72,7.22,6.0
Los Angeles,6037201302.0,24.9,26.0,7.0,0.2,39.1,2.8,9.4,30.7,22.57,0.048,0.0,3902.801862,27.75,4.43,5.83
Los Angeles,6037700801.0,4.7,79.6,2.3,0.0,8.2,5.3,10.8,22.7,22.57,0.048,0.0,1545.701858,15.95,5.17,2.61
San Bernardino,6071008706.0,22.8,65.9,2.2,0.3,6.0,2.8,13.3,16.3,22.56,0.068,4.23,268.06676699999997,39.45,9.83,4.04
Sacramento ,6067005404.0,10.3,75.1,2.8,0.3,8.4,3.1,7.2,26.9,22.55,0.05,0.0,260.8834885,45.2,5.7,6.01
Santa Clara,6085509108.0,26.5,37.4,4.2,0.2,27.5,4.2,6.0,20.9,22.54,0.035,0.0,286.7990586,21.29,6.69,4.99
San Diego,6073010001.0,62.8,12.2,3.4,0.0,18.4,3.2,7.9,22.9,22.53,0.038,1.94,1323.424957,41.22,6.01,4.33
San Diego,6073002803.0,24.1,45.5,10.6,0.3,16.1,3.4,7.3,47.6,22.53,0.042,0.0,169.0438081,55.74,6.47,6.74
Sacramento ,6067008128.0,18.3,72.5,2.4,0.6,3.7,2.5,9.8,31.6,22.51,0.053,0.0,42.51901894,58.46,9.79,5.19
Fresno ,6019005605.0,22.9,63.5,2.2,0.6,8.3,2.4,8.1,22.9,22.5,0.065,103.08,1955.6572670000005,66.62,5.65,3.9
Santa Barbara,6083002703.0,51.5,38.8,3.8,1.1,2.5,2.3,11.1,44.3,22.49,0.038,607.67,3.883576955,56.87,10.71,7.07
San Diego,6073009306.0,16.4,56.5,7.0,0.6,13.8,5.6,5.5,22.1,22.49,0.044000000000000004,0.0,169.1127149,38.26,5.3,5.58
Alameda ,6001451401.0,22.2,62.0,2.5,0.2,9.9,3.3,5.1,21.6,22.49,0.04,0.0,151.1194136,32.28,6.98,6.9
Santa Barbara,6083001102.0,75.1,20.3,1.2,0.3,1.9,1.2,8.7,57.0,22.48,0.04,0.0,0.013573963,57.8,6.1,5.33
Los Angeles,6037267901.0,3.6,82.8,0.9,0.1,10.4,2.1,5.9,22.8,22.48,0.046,0.0,1506.195702,8.87,2.76,6.93
San Bernardino,6071002023.0,34.8,46.4,9.1,0.3,6.1,3.3,11.3,28.7,22.47,0.065,0.0,3062.737571,27.35,8.13,3.7
Los Angeles,6037900505.0,36.7,34.4,22.6,0.2,2.9,3.2,10.3,66.2,22.47,0.062,0.0,9.948515564,128.7,15.83,9.22
Los Angeles,6037103102.0,28.4,55.7,0.6,0.3,12.4,2.6,11.5,19.2,22.47,0.055,0.0,872.3868542000001,41.09,9.68,6.29
San Benito,6069000600.0,48.9,43.0,0.8,0.5,4.4,2.4,5.1,30.3,22.47,0.04,40.56,4.0397018,59.85,11.55,4.4
Los Angeles,6037276500.0,18.4,60.5,4.7,0.1,10.2,6.1,11.8,18.9,22.46,0.046,0.0,2130.8040379999998,39.1,8.64,2.4
Los Angeles,6037123902.0,29.6,51.3,4.8,0.3,10.8,3.2,9.6,25.5,22.46,0.053,0.02,1229.812058,33.01,6.57,3.72
Orange ,6059075815.0,41.5,49.4,0.9,0.3,6.2,1.8,9.9,38.6,22.45,0.048,0.0,64554.88917,23.73,5.14,3.92
Mendocino ,6045010700.0,20.2,70.6,0.6,4.3,1.3,3.0,13.9,56.1,22.45,0.038,0.0,0.0044476179999999995,90.53,5.71,4.55
Los Angeles,6037214502.0,6.5,43.2,6.0,0.1,41.1,3.1,6.8,35.4,22.44,0.048,0.0,2053.862933,28.2,6.95,3.6
Los Angeles,6037503701.0,51.7,39.5,1.7,0.3,4.9,1.9,7.7,25.7,22.44,0.046,0.0,5807.0281079999995,59.53,12.94,4.42
San Bernardino,6071010004.0,18.2,68.8,4.7,0.4,4.6,3.3,10.4,32.9,22.43,0.065,0.0,34.99834204,106.1,12.98,4.97
Tuolumne ,6109005201.0,13.3,78.5,2.5,1.7,0.8,3.3,20.4,17.0,22.43,0.055,0.0,92.03223015,45.86,10.77,3.45
San Francisco,6075022901.0,60.1,24.5,4.5,0.1,8.0,2.8,12.7,40.6,22.42,0.03,0.0,211.6413699,57.85,6.92,3.96
Los Angeles,6037214501.0,7.9,56.0,4.9,0.1,27.7,3.3,5.5,25.3,22.41,0.048,0.0,1875.9872510000002,28.2,6.95,4.46
Orange ,6059099230.0,10.9,67.6,0.7,0.1,16.5,4.2,7.3,14.7,22.4,0.044000000000000004,5.25,8811.824956,29.56,7.15,5.45
San Diego,6073010106.0,86.9,6.7,1.5,0.1,3.9,1.0,13.3,58.1,22.4,0.038,0.0,795.0,38.05,5.86,4.48
Sonoma ,6097150601.0,32.9,57.2,2.3,0.3,5.1,2.2,7.4,24.2,22.4,0.033,0.0,9376.966456999999,49.9,8.22,4.18
Butte ,6007002602.0,7.5,85.0,0.7,1.5,2.3,3.0,17.4,31.8,22.39,0.053,0.42,0.009592281999999999,86.65,12.75,4.73
Los Angeles,6037135113.0,13.6,52.5,9.4,0.4,19.1,5.0,2.9,14.8,22.39,0.057,230.45,401.9596753,40.24,8.27,5.22
Riverside ,6065042214.0,39.5,36.9,11.6,0.3,8.3,3.3,12.8,29.0,22.39,0.065,0.0,682.2035957,36.7,5.91,4.11
Alameda ,6001431200.0,23.4,49.4,10.9,0.3,12.2,3.8,11.9,31.7,22.39,0.033,0.0,369.9438053,62.18,8.27,3.88
San Diego,6073008600.0,51.4,19.7,4.9,0.3,20.7,3.1,8.7,53.0,22.39,0.042,0.0,153.8496689,47.29,4.08,6.26
San Diego,6073015404.0,18.8,68.8,3.8,0.4,2.1,6.1,21.5,42.8,22.39,0.046,0.0,132.6978679,41.35,7.33,5.48
San Diego,6073013401.0,52.1,39.0,0.8,0.3,5.3,2.5,12.4,16.9,22.39,0.04,0.0,630.8376047999999,51.52,7.25,6.21
Tulare ,6107002700.0,17.1,64.5,0.6,14.0,1.7,2.2,9.8,31.4,22.38,0.065,5.65,1.7021744730000001,28.99,7.6,6.02
Alameda ,6001422900.0,11.2,37.1,8.6,0.2,37.1,5.8,8.3,63.1,22.38,0.03,0.0,530.790073,18.77,4.62,10.58
San Diego,6073018906.0,50.1,42.8,2.5,0.3,2.3,2.0,6.8,45.7,22.37,0.05,21.94,81.77156564,29.88,6.44,4.85
Monterey ,6053010605.0,90.2,2.8,1.0,0.3,4.5,1.2,6.2,46.1,22.36,0.033,36479.37,0.7272035440000001,71.87,7.34,6.08
Riverside ,6065042003.0,27.7,54.0,5.9,0.2,8.7,3.5,11.7,23.6,22.35,0.062,0.94,1880.085316,52.63,8.71,4.1
Fresno ,6019005509.0,22.5,55.9,3.0,0.4,15.5,2.7,7.4,29.9,22.34,0.065,0.0,2042.376759,31.31,5.38,5.87
Butte ,6007003502.0,50.9,42.7,0.3,0.9,3.2,2.0,16.1,49.2,22.34,0.05,333.7,10.84705804,50.96,11.54,4.5
Santa Clara,6085502101.0,23.7,52.0,3.5,0.2,16.9,3.7,4.4,18.5,22.3,0.038,0.0,135.585733,47.18,9.22,3.71
San Diego,6073018904.0,53.3,42.0,0.9,0.5,1.6,1.7,7.2,52.3,22.3,0.05,0.14,85.00703890000003,32.27,6.95,5.03
Los Angeles,6037702300.0,15.2,66.6,2.7,0.3,11.2,3.9,9.0,23.0,22.3,0.046,0.0,1454.056969,29.57,5.54,3.85
Los Angeles,6037480400.0,29.7,23.9,1.9,0.1,42.0,2.5,1.9,32.3,22.3,0.051,0.0,4423.3758609999995,25.01,4.97,5.05
Contra Costa,6013313203.0,39.7,28.1,8.8,0.4,18.4,4.7,8.4,28.1,22.29,0.038,0.0,1424.193364,150.18,14.45,3.19
Riverside ,6065043227.0,27.6,50.8,6.7,0.4,10.8,3.8,11.3,27.5,22.29,0.057,0.0,175.8307715,31.95,10.32,4.57
San Diego,6073018400.0,37.5,48.7,4.1,0.6,6.2,2.9,3.1,41.3,22.29,0.042,0.0,45.14173767,54.01,9.01,3.43
Yolo ,6113010901.0,56.7,36.7,0.9,1.0,2.9,1.8,13.3,43.5,22.28,0.046,3.89,45.61824644,56.23,8.77,4.62
Fresno ,6019005911.0,24.1,53.0,1.5,0.4,18.2,3.0,13.2,17.2,22.28,0.065,125.62,1598.4440140000006,30.61,5.39,5.32
Alameda ,6001440334.0,16.4,13.4,7.4,0.2,56.8,5.9,7.1,16.2,22.28,0.035,0.0,315.9446099,73.66,10.01,5.78
Orange ,6059032027.0,39.0,43.4,1.0,0.4,13.2,3.0,5.8,29.6,22.27,0.05,14.6,3331.060809,24.1,6.28,5.32
Ventura ,6111008401.0,23.1,66.3,1.0,0.2,7.0,2.4,10.6,26.9,22.27,0.055,0.0,38.30473111,40.82,11.19,5.22
San Joaquin,6077004800.0,33.1,62.2,0.6,0.5,1.6,2.0,8.8,36.1,22.26,0.05,530.07,336.8571602,28.99,7.59,3.13
Santa Clara,6085512026.0,34.1,29.4,5.7,0.3,25.4,5.1,7.6,29.1,22.25,0.038,0.0,74.01163811,41.47,7.2,6.1
Sonoma ,6097153103.0,59.2,29.9,1.9,1.3,5.2,2.5,12.8,42.9,22.24,0.03,0.0,56.84016904,74.91,10.87,2.11
Shasta ,6089010400.0,9.2,81.8,1.5,2.2,1.3,4.0,10.1,50.5,22.23,0.042,2.99,11.12504434,72.32,8.22,5.56
Santa Clara,6085501300.0,26.5,49.0,4.8,0.4,15.3,3.9,8.0,52.0,22.23,0.035,0.0,245.5328525,50.37,7.49,3.17
Kern ,6029005508.0,25.9,48.6,17.9,0.6,2.1,5.0,28.0,51.0,22.23,0.065,0.0,77.96274152,68.5,13.92,7.52
Solano ,6095252610.0,25.9,34.5,20.3,0.5,12.0,6.7,11.5,26.1,22.23,0.04,0.0,597.7542827000002,119.73,12.6,5.93
San Bernardino,6071000117.0,20.1,33.3,4.1,0.2,39.7,2.6,9.1,9.8,22.22,0.055,8.07,8036.75873,27.71,8.57,7.16
Orange ,6059110111.0,19.4,41.8,4.2,0.3,30.9,3.4,4.0,18.6,22.22,0.044000000000000004,0.02,6099.446349,27.99,8.0,5.84
Ventura ,6111000800.0,64.8,32.4,0.6,0.4,0.8,1.0,10.1,35.6,22.22,0.048,1158.59,30.28908209,42.1,8.36,4.02
San Francisco,6075012000.0,15.1,46.5,4.3,0.3,28.8,5.0,5.6,42.3,22.21,0.03,0.0,231.7716034,57.05,5.68,3.91
Los Angeles,6037275400.0,20.1,58.0,3.4,0.2,13.9,4.5,4.8,15.8,22.21,0.046,0.0,1738.8275670000005,20.98,4.23,6.18
Ventura ,6111005202.0,22.8,69.3,1.1,0.3,4.4,2.1,11.4,16.9,22.2,0.046,3244.18,66.39938231,35.53,8.44,4.46
Monterey ,6053011203.0,93.4,4.6,0.5,0.3,0.6,0.6,10.3,59.7,22.2,0.042,517.69,0.0,36.95,7.41,5.33
Fresno ,6019004213.0,35.3,49.8,7.2,0.5,4.0,3.2,12.8,33.0,22.19,0.062,0.0,2662.457632,43.75,6.42,5.23
Siskiyou ,6093000702.0,11.1,75.1,0.5,7.2,1.0,5.1,17.4,67.0,22.18,0.044000000000000004,0.0,0.015613268000000001,66.15,9.51,3.33
San Francisco,6075010600.0,6.5,34.2,1.4,0.1,55.3,2.5,7.8,46.7,22.17,0.03,0.0,263.1705008,40.35,4.63,3.78
Alameda ,6001442302.0,21.2,24.1,8.0,0.4,40.4,5.9,11.1,25.6,22.17,0.035,0.0,131.1383382,50.58,8.29,5.61
Orange ,6059110201.0,29.4,33.5,4.5,0.4,29.0,3.2,6.2,36.2,22.16,0.046,0.0,6690.658608,42.45,8.71,4.39
Los Angeles,6037301100.0,12.5,71.1,0.8,0.1,11.9,3.7,5.4,23.0,22.16,0.051,0.0,1877.309312,24.87,8.34,3.46
San Diego,6073015704.0,31.8,53.9,6.4,0.4,3.4,4.2,14.1,56.7,22.16,0.046,0.0,131.10007579999998,31.01,5.8,6.78
Orange ,6059001707.0,10.9,20.8,1.8,0.1,64.2,2.2,7.3,16.7,22.15,0.046,0.0,6666.84057,35.53,6.17,4.12
Santa Barbara,6083001101.0,59.7,35.1,0.9,0.5,1.9,1.9,7.4,43.7,22.14,0.04,8.2,0.013021268999999999,57.8,6.1,6.43
Riverside ,6065043802.0,26.3,69.1,0.7,0.9,1.2,1.9,15.7,33.9,22.14,0.068,0.0,295.3912121,31.62,11.36,4.92
Los Angeles,6037554515.0,16.0,17.3,6.0,0.0,57.4,3.3,6.2,17.0,22.13,0.044000000000000004,0.0,5831.341886,33.81,7.05,8.29
Fresno ,6019005510.0,17.5,67.2,3.7,0.4,8.2,2.9,7.6,24.3,22.13,0.065,0.07,2188.696268,41.63,7.55,3.36
San Bernardino,6071009119.0,30.5,61.3,2.7,0.5,2.3,2.7,16.1,29.9,22.13,0.065,0.0,220.73669900000002,52.26,10.5,5.32
Sacramento ,6067008111.0,12.7,78.6,1.9,0.7,2.8,3.3,17.5,30.9,22.13,0.053,0.0,42.71798776,66.2,11.02,4.86
Riverside ,6065042008.0,33.5,54.0,5.1,0.3,5.0,2.2,13.2,17.9,22.12,0.062,1.16,2231.467558,41.86,8.08,3.85
Ventura ,6111002700.0,24.4,68.5,1.1,0.4,2.3,3.3,9.0,18.3,22.12,0.044000000000000004,1495.03,59.39868869,44.46,7.86,4.59
San Mateo,6081610700.0,43.4,40.4,5.0,0.3,7.4,3.6,8.5,25.0,22.11,0.033,0.08,145.6688579,47.13,4.92,5.64
Sacramento ,6067008912.0,13.7,66.7,6.2,0.7,7.3,5.4,12.6,34.9,22.1,0.053,0.0,39.35636707,62.64,10.84,2.17
Los Angeles,6037570003.0,32.3,41.1,8.5,0.3,14.5,3.4,4.8,20.5,22.1,0.044000000000000004,5.35,6504.97544,52.35,8.41,4.45
Santa Clara,6085503327.0,33.2,19.9,2.8,0.1,41.3,2.8,17.9,24.2,22.09,0.038,0.0,124.0872344,32.74,7.18,6.95
Los Angeles,6037273300.0,32.8,49.5,10.3,0.2,3.3,3.8,5.7,36.8,22.08,0.046,0.0,1532.491273,32.86,7.66,3.62
Los Angeles,6037139200.0,17.6,65.6,4.6,0.1,7.5,4.7,12.3,22.1,22.07,0.06,0.0,560.6331172,33.75,5.62,3.43
Los Angeles,6037900900.0,25.0,60.9,7.5,0.7,3.2,2.6,13.5,23.0,22.07,0.062,2.05,16.01239232,51.92,9.05,4.72
Los Angeles,6037900803.0,38.8,32.0,20.9,0.5,4.5,3.4,12.3,44.6,22.06,0.062,0.0,9.564310269,150.23,15.66,7.89
Orange ,6059110104.0,14.5,40.3,2.6,0.3,39.3,2.9,6.9,29.8,22.04,0.044000000000000004,0.0,6517.290548,32.27,9.51,4.35
San Bernardino,6071000817.0,28.0,53.9,5.9,0.2,9.0,2.9,3.1,19.3,22.04,0.062,0.0,4298.550868,63.02,9.62,3.26
Solano ,6095252704.0,27.7,28.2,20.0,0.2,16.8,7.1,15.1,35.8,22.04,0.04,0.0,655.1062655000002,92.92,10.29,4.99
Los Angeles,6037910002.0,56.8,35.5,3.8,0.4,1.2,2.3,10.8,56.5,22.04,0.062,11.54,16.63473779,62.76,9.75,6.24
Santa Clara,6085505007.0,22.9,25.1,3.5,0.6,44.2,3.7,5.0,22.2,22.03,0.035,0.0,530.880134,20.5,6.15,4.17
San Diego,6073003212.0,44.9,15.8,10.9,0.1,24.4,3.9,8.9,24.7,22.02,0.04,0.0,380.74351980000006,57.58,8.33,4.82
Sacramento ,6067007208.0,23.0,65.7,2.1,0.9,4.6,3.8,10.2,36.7,22.02,0.05,0.0,139.4728564,73.29,15.31,5.26
Los Angeles,6037555202.0,19.1,59.7,5.6,0.1,11.3,4.2,8.8,14.0,22.01,0.044000000000000004,0.0,6189.401835000002,26.82,6.72,6.0
Monterey ,6053011400.0,29.5,62.2,1.9,1.3,2.3,2.8,9.4,42.7,22.0,0.04,127.16,11.8786345,29.3,4.66,4.55
San Diego,6073003109.0,10.0,5.7,7.2,0.1,74.0,2.9,10.5,27.1,21.99,0.04,0.0,318.1162235,96.64,7.63,10.46
Los Angeles,6037143100.0,12.3,75.0,4.2,0.2,5.7,2.6,11.8,11.0,21.98,0.053,0.0,1530.9954400000001,33.48,6.14,2.57
Los Angeles,6037408724.0,54.6,3.8,1.9,0.0,38.2,1.4,4.9,54.9,21.97,0.05,0.0,10194.227570000001,30.74,6.63,2.81
Alameda ,6001437800.0,37.6,16.9,7.9,0.2,33.3,4.1,6.7,20.7,21.94,0.035,0.0,460.0652187,98.66,13.78,6.85
Riverside ,6065043211.0,29.4,57.8,3.3,0.2,5.9,3.3,14.1,25.5,21.94,0.057,0.0,192.3789497,30.87,9.15,6.39
Santa Clara,6085512027.0,29.7,42.6,5.3,0.3,17.7,4.4,9.6,24.8,21.94,0.038,0.0,72.01910428,38.88,6.6,5.32
Los Angeles,6037401602.0,36.9,50.1,4.1,0.6,5.0,3.2,7.2,23.3,21.92,0.06,3.62,4747.191852,34.55,7.16,3.97
Los Angeles,6037651002.0,17.2,40.2,2.3,0.3,36.3,3.6,4.6,14.5,21.92,0.042,0.0,7698.737831,50.72,6.23,4.38
Riverside ,6065043276.0,26.3,52.1,4.6,0.2,12.7,4.1,7.2,27.0,21.91,0.057,0.0,175.95564819999996,31.72,11.55,6.72
Los Angeles,6037273502.0,9.5,78.0,3.2,0.5,4.4,4.4,10.8,24.7,21.9,0.046,0.0,1578.2452050000006,33.94,7.94,3.17
San Bernardino,6071010423.0,17.1,76.9,1.0,1.2,1.2,2.5,18.0,68.1,21.9,0.065,0.0,7.11357985,40.99,10.22,5.0
San Diego,6073002302.0,57.4,6.4,10.1,0.2,24.1,1.7,19.6,83.5,21.89,0.04,0.0,193.9991638,51.0,6.2,6.1
Sacramento ,6067009321.0,20.7,24.9,15.4,0.2,33.0,5.8,11.3,33.7,21.88,0.05,0.0,45.50252679,81.71,11.02,8.35
Riverside ,6065049400.0,42.2,54.9,0.8,0.2,1.1,0.6,25.4,43.9,21.85,0.062,385.34,0.17600661199999998,23.41,5.77,2.82
San Mateo,6081613501.0,40.6,52.5,0.3,0.1,4.3,2.2,10.1,21.8,21.85,0.033,45.54,121.35312759999998,38.07,4.18,4.11
Los Angeles,6037115201.0,24.7,40.1,6.3,0.4,24.4,4.1,6.5,41.0,21.85,0.06,0.0,489.9012574,33.2,6.03,4.43
Riverside ,6065043254.0,30.1,56.1,2.9,1.0,7.0,2.9,10.3,18.8,21.84,0.055,0.21,112.5336643,22.67,8.12,5.53
San Diego,6073018905.0,61.6,32.4,1.9,0.3,1.7,2.1,12.7,51.5,21.83,0.05,7.63,83.18317328,32.27,6.95,4.04
Ventura ,6111003612.0,13.3,77.5,1.7,0.3,3.9,3.3,14.0,18.7,21.83,0.044000000000000004,19.28,247.602838,35.75,6.39,4.0
Santa Clara,6085506401.0,27.0,44.5,4.6,0.2,20.0,3.6,7.0,20.4,21.83,0.035,0.0,155.8069094,51.24,9.96,4.34
Alameda ,6001405200.0,9.4,38.0,15.2,0.2,31.2,6.0,8.3,19.7,21.82,0.03,0.0,352.44881289999995,53.98,4.59,5.8
San Diego,6073003101.0,44.3,5.6,43.1,0.3,4.6,2.1,10.7,49.4,21.81,0.04,0.0,295.9280789,86.65,6.72,8.4
Fresno ,6019005802.0,20.7,62.9,2.1,0.7,11.4,2.2,3.8,14.1,21.81,0.065,0.73,1736.5454489999993,45.94,7.18,6.45
Calaveras ,6009000120.0,12.0,82.5,0.8,0.6,1.3,2.8,11.0,22.8,21.79,0.053,0.02,186.0306706,51.69,10.59,2.09
Los Angeles,6037272201.0,38.0,44.0,4.4,0.4,10.2,3.0,7.5,41.7,21.79,0.046,0.0,1680.980259,34.35,6.68,4.17
Los Angeles,6037651221.0,11.3,39.0,4.0,0.2,41.8,3.7,9.6,23.3,21.78,0.042,0.0,7431.976214,27.94,6.63,3.7
Sacramento ,6067008138.0,21.2,66.8,3.1,0.7,4.2,4.0,10.7,34.4,21.78,0.053,0.0,38.43170158,56.11,8.85,4.33
Humboldt ,6023011100.0,12.2,78.5,0.9,3.3,0.9,4.2,6.9,41.6,21.77,0.03,2.46,4.026329207,104.42,16.4,3.76
Los Angeles,6037620002.0,15.6,66.1,1.9,0.3,11.4,4.6,4.8,14.9,21.77,0.044000000000000004,0.03,3739.3849299999997,27.04,7.48,5.04
Orange ,6059075701.0,44.1,43.7,2.1,0.1,7.9,2.1,7.6,37.8,21.77,0.048,0.0,40824.70547,29.36,5.05,4.05
Butte ,6007000502.0,17.7,64.0,3.6,0.6,10.0,4.2,16.2,75.4,21.77,0.048,48.09,9.649287195,28.64,5.35,4.42
Sonoma ,6097150611.0,31.3,56.0,1.8,0.5,7.1,3.3,7.1,30.7,21.75,0.033,1.2,32668.42099,53.43,8.8,3.69
Orange ,6059099203.0,20.6,17.7,0.5,0.0,60.0,1.2,4.8,31.3,21.74,0.046,0.01,16004.9197,25.68,5.53,5.52
Sacramento ,6067007015.0,17.5,40.2,14.4,0.6,22.7,4.6,4.2,28.0,21.74,0.048,1.83,187.8375195,67.04,10.01,6.31
San Mateo,6081600700.0,36.0,7.2,2.9,0.1,51.3,2.5,5.7,29.4,21.74,0.03,2.02,124.34419070000001,62.3,5.81,5.43
Santa Barbara,6083002210.0,63.2,27.2,0.9,0.5,6.5,1.8,8.1,27.1,21.74,0.035,1.06,59.78637467,56.68,6.56,2.88
Glenn ,6021010501.0,68.7,27.7,0.3,0.6,1.9,0.8,7.3,54.4,21.74,0.048,1042.98,12.40587287,34.87,6.58,2.04
San Diego,6073003112.0,41.7,7.4,23.9,0.1,23.6,3.4,12.2,44.2,21.74,0.04,0.0,252.53494849999998,110.54,8.55,7.22
Orange ,6059075505.0,41.1,41.9,1.5,0.7,12.1,2.7,3.7,35.3,21.69,0.048,0.0,46240.729960000004,37.71,7.53,3.67
Los Angeles,6037463602.0,16.1,47.9,7.3,0.2,25.1,3.4,8.3,27.8,21.69,0.051,0.0,3100.692963,17.91,3.52,5.14
Los Angeles,6037273800.0,19.4,67.0,2.8,0.5,6.8,3.6,7.4,20.0,21.68,0.046,0.0,1662.769426,29.71,6.85,3.98
