State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape,Revised rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
Louisiana,1974,3764000,17794,604,949,,5885,10356,125855,39362,73633,12860
Louisiana,1975,3791000,18137,477,899,,5804,10957,138181,42255,83093,12833
Louisiana,1976,3841000,18161,506,1028,,4776,11851,149347,43810,93991,11546
Louisiana,1977,3921000,20577,609,1213,,5602,13153,155785,45701,96843,13241
Louisiana,1978,3966000,23197,625,1379,,6887,14306,166865,50587,101937,14341
Louisiana,1979,4026000,27229,682,1554,,8832,16161,188514,56237,115856,16421
Louisiana,1980,4199542,27926,661,1867,,8271,17127,201106,63997,121298,15811
Louisiana,1981,4305000,27478,673,1782,,8698,16325,199295,61756,121955,15584
Louisiana,1982,4362000,29185,698,1740,,9275,17472,202489,62151,125701,14637
Louisiana,1983,4438000,28444,629,1770,,8433,17612,194636,57359,123492,13785
Louisiana,1984,4462000,30251,575,1864,,8501,19311,197778,54711,129348,13719
Louisiana,1985,4481000,31108,487,1782,,8526,20313,218195,59326,141739,17130
Louisiana,1986,4501000,34128,575,1806,,10071,21676,239444,65751,153818,19875
Louisiana,1987,4461000,30916,496,1600,,7987,20833,231090,64441,148247,18402
Louisiana,1988,4420000,31711,512,1702,,9238,20259,222913,63843,139141,19929
Louisiana,1989,4382000,34257,653,1675,,10397,21532,239235,64184,152209,22842
Louisiana,1990,4219973,37914,724,1781,,11387,24022,235822,60677,149752,25393
Louisiana,1991,4252000,40438,720,1738,,11860,26120,232732,60017,148334,24381
Louisiana,1992,4287000,42209,747,1813,,11636,28013,238438,58574,152938,26926
Louisiana,1993,4295000,45600,874,1817,,12182,30727,248461,58768,163334,26359
Louisiana,1994,4315000,42369,856,1923,,11530,28060,245488,55188,164081,26219
Louisiana,1995,4342000,43741,740,1855,,11662,29484,246132,53481,166667,25984
Louisiana,1996,4351000,40426,762,1805,,12036,25823,257130,56379,173271,27480
Louisiana,1997,4352000,37248,682,1799,,10407,24360,243423,53935,163114,26374
Louisiana,1998,4369000,34057,560,1609,,8651,23237,232378,51210,157507,23661
Louisiana,1999,4372035,32033,468,1448,,7591,22526,219219,47775,149749,21695
Louisiana,2000,4468976,30440,560,1497,,7532,20851,211904,46289,144345,21270
Louisiana,2001,4470368,30678,501,1403,,7864,20910,207693,46451,139555,21687
Louisiana,2002,4476192,29690,593,1529,,7123,20445,198838,45350,133302,20186
Louisiana,2003,4493665,28622,584,1601,,7008,19429,193698,44572,129471,19655
Louisiana,2004,4506685,28844,574,1616,,6564,20090,199153,45359,134080,19714
Louisiana,2005,4507331,26889,450,1421,,5337,19681,166611,39382,112840,14389
Louisiana,2006,4287768,30923,555,1587,,5928,22853,174975,46703,112605,15667
Louisiana,2007,4293204,31789,625,1427,,6316,23421,180516,46932,118291,15293
Louisiana,2008,4410796,29613,544,1250,,6241,21578,171179,45524,112091,13564
Louisiana,2009,4492076,28878,529,1351,,6150,20848,172619,46928,114102,11589
Louisiana,2010,4545343,25241,500,1230,,5297,18214,165667,45437,110260,9970
Louisiana,2011,4574766,25373,506,1262,,5235,18370,168529,46242,113174,9113
Louisiana,2012,4602134,22839,489,1155,,5458,15737,162673,42037,112764,7872
Louisiana,2013,4629284,24127,494,1248,1763.0,5539,16331,165679,41214,115300,9165
Louisiana,2014,4649676,23934,477,992,1375.0,5695,16387,160824,38337,112596,9891
Maine,1960,969265,289,16,48,,77,148,11228,2702,7334,1192
Maine,1961,992000,334,16,58,,87,173,10725,2969,7002,754
Maine,1962,999000,277,14,28,,78,157,11622,3073,7653,896
Maine,1963,982000,306,19,36,,64,187,11216,2972,7246,998
Maine,1964,989000,506,15,77,,75,339,13361,3688,8573,1100
Maine,1965,993000,437,21,43,,40,333,13625,4021,8671,933
Maine,1966,983000,486,22,48,,58,358,13543,3578,8917,1048
Maine,1967,973000,621,4,58,,94,465,15170,4452,9637,1081
Maine,1968,979000,633,29,66,,86,452,15835,5029,9497,1309
Maine,1969,978000,733,16,58,,111,548,18252,5672,11176,1404
Maine,1970,993663,887,15,70,,125,677,19582,6345,11721,1516
Maine,1971,1003000,903,20,74,,144,665,22329,7529,13318,1482
Maine,1972,1029000,1143,55,80,,217,791,25514,8155,15688,1671
Maine,1973,1028000,1258,22,80,,213,943,27962,10007,16107,1848
Maine,1974,1047000,1440,30,91,,292,1027,36254,13809,20375,2070
Maine,1975,1059000,2324,30,110,,386,1798,39608,14418,22958,2232
Maine,1976,1070000,2354,29,106,,406,1813,41349,14051,25011,2287
Maine,1977,1085000,2438,26,147,,420,1845,41780,13596,25505,2679
Maine,1978,1091000,2266,30,121,,359,1756,42885,13542,26579,2764
Maine,1979,1097000,2221,31,131,,349,1710,45030,12592,29828,2610
Maine,1980,1123670,2173,32,145,,346,1650,46904,13291,31151,2462
Maine,1981,1132000,2214,36,145,,368,1665,45820,14081,29545,2194
Maine,1982,1133000,1847,24,152,,345,1326,41884,11862,27863,2159
Maine,1983,1146000,1829,24,193,,311,1301,40357,11415,27022,1920
Maine,1984,1156000,1832,20,155,,305,1352,38944,10267,26811,1866
Maine,1985,1164000,1950,28,167,,284,1471,40789,10607,28260,1922
Maine,1986,1174000,1726,23,174,,328,1201,38909,9433,27548,1928
Maine,1987,1187000,1806,30,186,,304,1286,40122,9148,28916,2058
Maine,1988,1206000,1898,37,224,,311,1326,41249,9852,28928,2469
Maine,1989,1222000,1676,39,229,,293,1115,42116,9810,30067,2239
Maine,1990,1227928,1759,30,242,,308,1179,43647,10106,31372,2169
Maine,1991,1235000,1631,15,270,,280,1066,44900,11146,31737,2017
Maine,1992,1235000,1616,21,294,,288,1013,41900,10156,29966,1778
Maine,1993,1239000,1558,20,329,,264,945,37519,8909,26945,1665
Maine,1994,1240000,1611,28,318,,278,987,38971,8938,28257,1776
Maine,1995,1241000,1631,25,265,,334,1007,39132,9015,28444,1673
Maine,1996,1243000,1553,25,260,,292,976,40636,9303,29557,1776
Maine,1997,1242000,1500,25,254,,257,964,37396,8241,27513,1642
Maine,1998,1244000,1566,26,225,,263,1052,36261,8295,26457,1509
Maine,1999,1253040,1404,25,239,,243,897,34618,7532,25392,1694
Maine,2000,1274923,1397,15,320,,247,815,32003,6775,23906,1322
Maine,2001,1284470,1435,19,326,,264,826,33154,6898,24585,1671
Maine,2002,1294894,1396,14,377,,270,735,32985,6965,24591,1429
Maine,2003,1309205,1422,16,354,,289,763,32078,6579,24043,1456
Maine,2004,1314985,1364,18,315,,289,742,31740,6341,24096,1303
Maine,2005,1318220,1483,19,326,,323,815,31889,6323,24218,1348
Maine,2006,1321574,1533,23,341,,383,786,33658,6846,25465,1347
Maine,2007,1317207,1565,20,392,,349,804,32249,6745,24228,1276
Maine,2008,1316456,1572,31,379,,333,829,32433,6559,24695,1179
Maine,2009,1318301,1580,26,375,,399,780,31706,6729,23955,1022
Maine,2010,1327379,1621,24,389,,412,796,32900,7364,24547,989
Maine,2011,1328544,1638,26,394,,370,848,33829,7865,24886,1078
Maine,2012,1328501,1626,26,372,,420,808,33398,7476,24931,991
Maine,2013,1328702,1761,24,366,495.0,335,907,30454,6480,23063,911
Maine,2014,1330089,1700,21,360,485.0,304,890,26421,5030,20592,799
Maryland,1960,3100689,4691,168,224,,1158,3141,47092,11360,30024,5708
Maryland,1961,3188000,4959,143,262,,1330,3224,52106,12348,33461,6297
Maryland,1962,3191000,4915,183,279,,1340,3113,55410,12886,36298,6226
Maryland,1963,3289000,5283,207,308,,1721,3047,65169,15968,41387,7814
Maryland,1964,3432000,7446,229,346,,2041,4830,74473,18735,46471,9267
Maryland,1965,3519000,10032,236,489,,2919,6388,87072,22474,53831,10767
Maryland,1966,3613000,11236,254,554,,4470,5958,103066,27254,60270,15542
Maryland,1967,3682000,17458,293,720,,7809,8636,126522,37366,71147,18009
Maryland,1968,3757000,23405,350,978,,10355,11722,148656,48886,77041,22729
Maryland,1969,3765000,24295,350,1125,,11086,11734,147891,41970,83610,22311
Maryland,1970,3922399,24512,362,936,,13280,9934,157528,41234,94816,21478
Maryland,1971,4000000,24857,449,997,,13015,10396,167110,44900,101138,21072
Maryland,1972,4056000,26412,509,1053,,13144,11706,161328,45090,94571,21667
Maryland,1973,4070000,26093,460,1131,,12274,12228,168917,46584,100036,22297
Maryland,1974,4094000,29439,481,1219,,14765,12974,201877,57433,120562,23882
Maryland,1975,4098000,29087,437,1289,,14107,13254,213002,57912,133908,21182
Maryland,1976,4144000,26249,352,1327,,12247,12323,208483,56356,134355,17772
Maryland,1977,4139000,28716,333,1439,,12088,14856,207206,57946,131526,17734
Maryland,1978,4143000,30328,338,1476,,12828,15686,210530,58907,134024,17599
Maryland,1979,4149000,33007,406,1636,,13740,17225,228159,62630,145297,20232
Maryland,1980,4192211,35735,399,1681,,16461,17194,242214,71183,152144,18887
Maryland,1981,4261000,37800,421,1654,,18085,17640,241625,70740,152405,18480
Maryland,1982,4265000,36254,432,1596,,15377,18849,220174,60547,142903,16724
Maryland,1983,4304000,34736,367,1412,,14950,18007,195828,52697,127443,15688
Maryland,1984,4349000,34455,354,1640,,13097,19364,192325,51484,123567,17274
Maryland,1985,4392000,36655,348,1700,,13272,21335,199318,52995,126077,20246
Maryland,1986,4463000,37177,401,1944,,13569,21263,212831,55593,132904,24334
Maryland,1987,4535000,34820,436,1795,,13164,19425,213589,52718,134485,26386
Maryland,1988,4644000,37466,449,1721,,13994,21302,227457,54735,141509,31213
Maryland,1989,4694000,40152,544,1783,,15589,22236,220955,52735,137043,31177
Maryland,1990,4781468,43940,552,2185,,17394,23809,234842,53549,147407,33886
Maryland,1991,4860000,46469,569,2229,,19783,23888,255299,56258,163524,35517
Maryland,1992,4908000,49085,596,2278,,21054,25157,256418,55520,165244,35654
Maryland,1993,4965000,49540,632,2185,,21582,25141,253647,56246,163471,33930
Maryland,1994,5006000,47457,579,2035,,20147,24696,259039,52234,168608,38197
Maryland,1995,5042000,49757,596,2130,,21334,25697,267625,53320,178126,36179
Maryland,1996,5072000,47230,588,1905,,19944,24793,260231,50331,173817,36083
Maryland,1997,5094000,43127,502,1814,,17157,23654,244842,47918,166256,30668
Maryland,1998,5135000,40903,513,1714,,15339,23337,234624,47393,159019,28212
Maryland,1999,5171634,38447,465,1551,,13636,22795,215973,43230,147296,25447
Maryland,2000,5296486,41663,430,1543,,13560,26130,213422,39426,145423,28573
Maryland,2001,5386079,42088,446,1449,,13525,26668,219512,41553,145934,32025
Maryland,2002,5450525,42015,513,1370,,13417,26715,217105,39765,143320,34020
Maryland,2003,5512310,38778,525,1358,,13302,23593,209418,38641,134372,36405
Maryland,2004,5561332,38961,521,1317,,12772,24351,202474,36704,129888,35882
Maryland,2005,5589599,39369,552,1266,,14378,23173,198483,35922,128491,34070
Maryland,2006,5615727,38111,546,1178,,14376,22011,195484,37459,127502,30523
Maryland,2007,5618344,36063,554,1179,,13258,21072,192796,37095,127308,28393
Maryland,2008,5633597,35393,493,1127,,13203,20570,198165,38849,133983,25333
Maryland,2009,5699478,33625,440,1156,,12007,20022,182295,36905,125771,19619
Maryland,2010,5785681,31607,426,1228,,11054,18899,173309,36704,118578,18027
Maryland,2011,5839572,28817,399,1200,,10342,16876,166846,35823,114951,16072
Maryland,2012,5884868,28086,373,1237,,10173,16303,162309,33803,113550,14956
Maryland,2013,5938737,28235,384,1179,1679.0,10048,16124,157918,31950,112551,13417
Maryland,2014,5976407,26661,365,1144,1619.0,9544,15133,149859,28012,108745,13102
Massachusetts,1960,5148578,2512,74,249,,1052,1137,60255,15918,33469,10868
Massachusetts,1961,5234000,2777,77,291,,1066,1343,73783,19683,39885,14215
Massachusetts,1962,5161000,3207,95,256,,1331,1525,80900,21181,44051,15668
Massachusetts,1963,5218000,3454,101,236,,1409,1708,86602,23121,44382,19099
Massachusetts,1964,5338000,4559,105,320,,1636,2498,101540,28278,49129,24133
Massachusetts,1965,5348000,5270,129,290,,2139,2712,108185,29655,49997,28533
Massachusetts,1966,5383000,6201,128,344,,2474,3255,116276,33326,53244,29706
Massachusetts,1967,5421000,6919,154,411,,2818,3536,127638,36621,54837,36180
Massachusetts,1968,5437000,8916,188,518,,4039,4171,157886,47210,66823,43853
Massachusetts,1969,5467000,10272,191,592,,4955,4534,179901,56450,76501,46950
Massachusetts,1970,5689170,11542,197,684,,5658,5003,201592,64523,87114,49955
Massachusetts,1971,5758000,15317,220,715,,8069,6313,235015,77145,101161,56709
Massachusetts,1972,5787000,17086,215,784,,8840,7247,220591,71894,92425,56272
Massachusetts,1973,5818000,20475,256,949,,10586,8684,242556,77395,100605,64556
Massachusetts,1974,5800000,22545,256,907,,12317,9065,289666,89891,120572,79203
Massachusetts,1975,5828000,25793,242,1121,,13229,11201,328423,99802,137058,91563
Massachusetts,1976,5809000,23190,194,1028,,10466,11502,314946,96554,142135,76257
Massachusetts,1977,5782000,24593,178,1203,,9822,13390,288158,88594,133642,65922
Massachusetts,1978,5774000,26673,216,1307,,9947,15203,282260,87482,131519,63259
Massachusetts,1979,5769000,30650,212,1428,,11724,17286,310756,92570,152135,66051
Massachusetts,1980,5728288,34444,232,1562,,13492,19158,313787,99697,153849,60241
Massachusetts,1981,5770000,36273,210,1580,,15633,18850,300428,95080,147691,57657
Massachusetts,1982,5781000,33031,219,1464,,12359,18989,285140,82212,146933,55995
Massachusetts,1983,5767000,33264,203,1495,,12023,19543,255707,72291,133883,49533
Massachusetts,1984,5798000,30362,211,1627,,10122,18402,235675,63756,123214,48705
Massachusetts,1985,5822000,31334,202,1734,,10974,18424,245665,65231,130088,50346
Massachusetts,1986,5832000,32476,208,1731,,11239,19298,242989,62455,127668,52866
Massachusetts,1987,5855000,33060,173,1868,,10379,20640,244105,62056,127939,54110
Massachusetts,1988,5871000,36376,208,1876,,10352,23940,256639,62307,141933,52399
Massachusetts,1989,5913000,39912,254,1881,,11980,25797,263780,63004,146925,53851
Massachusetts,1990,6016425,44300,243,2030,,13062,28965,274442,66942,151933,55567
Massachusetts,1991,5996000,44138,249,1926,,11669,30294,274990,69977,149930,55083
Massachusetts,1992,5998000,46727,214,2166,,11059,33288,253344,64318,141610,47416
Massachusetts,1993,6012000,48393,233,2006,,10563,35591,245831,60220,136548,49063
Massachusetts,1994,6041000,42749,214,1825,,10160,30550,225532,53222,129962,42348
Massachusetts,1995,6074000,41739,217,1759,,9137,30626,221971,49669,135586,36716
Massachusetts,1996,6092000,39122,157,1767,,7778,29420,194636,42896,119562,32178
Massachusetts,1997,6118000,39411,119,1647,,6676,30969,185437,40491,115494,29452
Massachusetts,1998,6147000,38192,124,1687,,5938,30443,173011,37333,109275,26403
Massachusetts,1999,6175169,34023,122,1663,,5931,26307,167437,32964,108845,25628
Massachusetts,2000,6349097,30230,125,1696,,5815,22594,161901,30600,105425,25876
Massachusetts,2001,6401164,30585,143,1856,,6476,22110,167079,32430,106821,27828
Massachusetts,2002,6421800,31137,173,1777,,7169,22018,167753,33243,107922,26588
Massachusetts,2003,6420357,30377,140,1848,,8011,20378,164543,34963,104069,25511
Massachusetts,2004,6407382,29489,171,1794,,7484,20040,158150,34497,101605,22048
Massachusetts,2005,6433367,29644,178,1751,,7837,19878,151727,34728,98079,18920
Massachusetts,2006,6437193,32217,188,1771,,8080,22178,153943,35243,100725,17975
Massachusetts,2007,6449755,28487,187,1643,,7021,19636,154743,35767,103925,15051
Massachusetts,2008,6497967,30137,166,1751,,7077,21143,155919,36251,106913,12755
Massachusetts,2009,6593587,30503,173,1734,,7467,21129,153178,34515,106799,11864
Massachusetts,2010,6555466,30737,214,1784,,6897,21842,154496,37903,105124,11469
Massachusetts,2011,6607003,28232,184,1654,,6768,19626,148829,36403,101644,10782
Massachusetts,2012,6645303,27047,121,1650,,6555,18721,143325,34635,99453,9237
Massachusetts,2013,6708874,27264,138,1722,2303.0,6705,18118,137274,30716,97437,9121
Massachusetts,2014,6745408,26399,132,1629,2180.0,6036,18051,125267,24964,92043,8260
Michigan,1960,7823194,17034,353,1135,,7330,8216,191001,56724,120237,14040
Michigan,1961,7954000,16499,326,1092,,6441,8640,197630,57647,125964,14019
Michigan,1962,7991000,18106,275,1133,,7710,8988,204073,57641,130499,15933
Michigan,1963,8116000,18478,283,1220,,8393,8582,223075,58884,145863,18328
Michigan,1964,8098000,21153,284,1603,,9155,10111,237109,63956,151910,21243
Michigan,1965,8218000,24459,378,1970,,10853,11258,248290,71289,150410,26591
Michigan,1966,8374000,27806,415,2358,,12992,12041,282725,82403,170722,29600
Michigan,1967,8584000,33390,560,2282,,16188,14360,315295,99624,182277,33394
Michigan,1968,8740000,37292,669,2732,,18315,15576,327217,101664,187952,37601
Michigan,1969,8766000,44048,770,2832,,23238,17208,377085,115315,217834,43936
Michigan,1970,8875083,51090,831,2402,,30758,17099,437700,139398,257118,41184
Michigan,1971,8997000,51697,942,2404,,29703,18648,462500,151756,265951,44793
Michigan,1972,9082000,50425,999,2657,,26276,20493,436693,143709,249940,43044
Michigan,1973,9044000,52921,1096,3173,,25569,23083,443538,143311,250638,49589
Michigan,1974,9098000,59993,1186,3377,,30679,24751,533160,173215,303110,56835
Michigan,1975,9157000,62792,1086,3488,,32334,25884,559915,173231,327174,59510
Michigan,1976,9104000,58814,1014,3287,,30284,24229,530965,151901,323243,55821
Michigan,1977,9129000,53381,853,3555,,23905,25068,477196,139006,288387,49803
Michigan,1978,9189000,53040,972,3636,,20153,28279,461002,132716,279958,48328
Michigan,1979,9208000,56558,834,4100,,20218,31406,509457,138806,315211,55440
Michigan,1980,9228128,59014,940,4304,,22519,31251,557051,160688,342384,53979
Michigan,1981,9201000,59058,861,4366,,23688,30143,571582,171331,341805,58446
Michigan,1982,9109000,59806,827,4246,,24699,30034,558195,165155,330031,63009
Michigan,1983,9069000,64993,910,5085,,25873,33125,522450,153438,302118,66894
Michigan,1984,9075000,68979,879,5880,,27832,34388,525979,149209,298192,78578
Michigan,1985,9088000,66714,1018,6140,,26572,32984,511852,138792,297827,75233
Michigan,1986,9145000,73517,1032,6167,,27550,38768,520127,138040,308894,73193
Michigan,1987,9200000,71772,1124,6184,,25442,39022,522254,133602,319470,69182
Michigan,1988,9300000,68980,1009,6462,,22424,39085,496867,122254,305693,68920
Michigan,1989,9273000,65760,993,6624,,20616,37527,487682,113579,307096,67007
Michigan,1990,9295297,73468,971,7209,,21752,43536,483764,106275,311153,66336
Michigan,1991,9368000,75232,1009,7372,,22790,44061,499781,111126,324985,63670
Michigan,1992,9437000,72672,938,7550,,20902,43282,456800,98257,299486,59057
Michigan,1993,9478000,75021,933,6740,,22601,44747,441767,93143,290333,58291
Michigan,1994,9496000,72751,927,6720,,21733,43371,444325,91849,290172,62304
Michigan,1995,9549000,65680,808,5917,,17885,41070,429223,86872,280712,61639
Michigan,1996,9594000,60951,722,5466,,16907,37856,430020,85908,276909,67203
Michigan,1997,9774000,57663,759,5070,,14934,36900,422916,80726,276863,65327
Michigan,1998,9817000,60947,721,4946,,15293,39987,398773,82249,258186,58338
Michigan,1999,9863775,56709,695,4849,,14103,37062,369887,76736,236351,56800
Michigan,2000,9938444,55159,669,5025,,13712,35753,353297,69790,227783,55724
Michigan,2001,10006266,55424,672,5264,,12937,36551,352353,72038,226708,53607
Michigan,2002,10043221,54306,678,5364,,11847,36417,335060,70970,214367,49723
Michigan,2003,10082364,51550,612,5470,,11254,34214,330565,68316,208538,53711
Michigan,2004,10104206,49737,643,5482,,11336,32276,309805,64233,194988,50584
Michigan,2005,10100833,55936,629,5199,,13348,36760,312892,70527,194090,48275
Michigan,2006,10095643,56981,721,5347,,14229,36684,325594,76313,199183,50098
Michigan,2007,10071822,53765,661,4592,,13365,35147,308550,75273,191289,41988
Michigan,2008,10003422,51512,554,4507,,13246,33205,295100,74787,184558,35755
Michigan,2009,9969727,49825,623,4524,,12427,32251,284019,76046,178628,29345
Michigan,2010,9877143,48693,580,4733,,11522,31858,271501,74345,169748,27408
Michigan,2011,9876801,43731,617,4344,,10263,28507,251329,69755,156666,24908
Michigan,2012,9882519,44962,701,4635,,10423,29203,249249,65560,158609,25080
Michigan,2013,9898193,44757,625,4506,6785.0,10093,27254,230135,56256,149794,24085
Michigan,2014,9909877,42348,535,4049,6273.0,8021,27519,202547,44184,137206,21157
Minnesota,1960,3413864,1435,42,81,,950,362,48614,12645,31303,4666
Minnesota,1961,3470000,1505,34,94,,951,426,48865,13225,30971,4669
Minnesota,1962,3475000,1674,33,124,,1028,489,52088,13312,33781,4995
Minnesota,1963,3500000,1983,41,91,,1186,665,57409,14160,38075,5174
Minnesota,1964,3521000,2601,51,157,,1285,1108,67797,18833,42580,6384
Minnesota,1965,3554000,3074,50,186,,1433,1405,68411,18853,42393,7165
Minnesota,1966,3576000,3691,79,261,,1765,1586,76202,20713,46683,8806
Minnesota,1967,3582000,4727,58,309,,2402,1958,88160,25233,52454,10473
Minnesota,1968,3646000,5111,81,398,,2959,1673,102930,29232,60897,12801
Minnesota,1969,3700000,5253,69,424,,3016,1744,108583,28836,65527,14220
Minnesota,1970,3805069,5782,75,369,,3389,1949,116014,30507,72354,13153
