Publisher,Name,Gender,Appearances,Year,Month
Marvel,Spider-Man (Peter Parker),Male,4043.0,1962.0,8
Marvel,Captain America (Steven Rogers),Male,3360.0,1941.0,3
Marvel,"Wolverine (James ""Logan"" Howlett)",Male,3061.0,1974.0,10
Marvel,"Iron Man (Anthony ""Tony"" Stark)",Male,2961.0,1963.0,3
Marvel,Thor (Thor Odinson),Male,2258.0,1950.0,11
Marvel,Benjamin Grimm (Earth-616),Male,2255.0,1961.0,11
Marvel,Reed Richards (Earth-616),Male,2072.0,1961.0,11
Marvel,Hulk (Robert Bruce Banner),Male,2017.0,1962.0,5
Marvel,Scott Summers (Earth-616),Male,1955.0,1963.0,9
Marvel,Jonathan Storm (Earth-616),Male,1934.0,1961.0,11
Marvel,Henry McCoy (Earth-616),Male,1825.0,1963.0,9
Marvel,Susan Storm (Earth-616),Female,1713.0,1961.0,11
Marvel,Ororo Munroe (Earth-616),Female,1512.0,1975.0,5
Marvel,Clinton Barton (Earth-616),Male,1394.0,1964.0,9
Marvel,Matthew Murdock (Earth-616),Male,1338.0,1964.0,4
Marvel,Stephen Strange (Earth-616),Male,1307.0,1963.0,7
Marvel,Mary Jane Watson (Earth-616),Female,1304.0,1965.0,6
Marvel,John Jonah Jameson (Earth-616),Male,1266.0,1963.0,3
Marvel,Robert Drake (Earth-616),Male,1265.0,1963.0,9
Marvel,Henry Pym (Earth-616),Male,1237.0,1962.0,1
Marvel,Charles Xavier (Earth-616),Male,1233.0,1963.0,9
Marvel,Warren Worthington III (Earth-616),Male,1230.0,1963.0,9
Marvel,Piotr Rasputin (Earth-616),Male,1162.0,1975.0,5
Marvel,Wanda Maximoff (Earth-616),Female,1161.0,1964.0,3
Marvel,Nicholas Fury (Earth-616),Male,1137.0,1963.0,5
Marvel,Janet van Dyne (Earth-616),Female,1120.0,1963.0,6
Marvel,Jean Grey (Earth-616),Female,1107.0,1963.0,9
Marvel,Natalia Romanova (Earth-616),Female,1050.0,1964.0,4
Marvel,Kurt Wagner (Earth-616),Male,1047.0,1975.0,5
Marvel,Vision (Earth-616),Male,1007.0,1968.0,10
Marvel,May Reilly (Earth-616),Female,1000.0,1962.0,8
Marvel,Katherine Pryde (Earth-616),Female,886.0,1980.0,1
Marvel,Carol Danvers (Earth-616),Female,881.0,1968.0,3
Marvel,Jennifer Walters (Earth-616),Female,881.0,1980.0,-1
Marvel,Emma Frost (Earth-616),Female,880.0,1980.0,1
Marvel,Frank Castle (Earth-616),Male,878.0,1974.0,-1
Marvel,Luke Cage (Earth-616),Male,856.0,1972.0,6
Marvel,Conan (Earth-616),Male,787.0,1970.0,10
Marvel,Joseph Robertson (Earth-616),Male,752.0,1967.0,8
Marvel,Pietro Maximoff (Earth-616),Male,740.0,1964.0,3
Marvel,Hercules (Earth-616),Male,725.0,1965.0,10
Marvel,Victor von Doom (Earth-616),Male,721.0,1962.0,7
Marvel,Max Eisenhardt (Earth-616),Male,709.0,1963.0,9
Marvel,Elizabeth Braddock (Earth-616),Female,708.0,1976.0,12
Marvel,Norrin Radd (Earth-616),Male,696.0,1966.0,3
Marvel,Norman Osborn (Earth-616),Male,692.0,1964.0,7
Marvel,Eugene Thompson (Earth-616),Male,689.0,1962.0,8
Marvel,Simon Williams (Earth-616),Male,686.0,1964.0,10
Marvel,Samuel Guthrie (Earth-616),Male,657.0,1982.0,11
Marvel,James Buchanan Barnes (Earth-616),Male,641.0,1941.0,3
Marvel,Remy LeBeau (Earth-616),Male,636.0,1990.0,7
Marvel,Daniel Rand (Earth-616),Male,618.0,1974.0,5
Marvel,Nathan Summers (Earth-616),Male,612.0,1986.0,1
Marvel,Elizabeth Brant (Earth-616),Female,599.0,1963.0,9
Marvel,Richard Jones (Earth-616),Male,590.0,1962.0,5
Marvel,Edwin Jarvis (Earth-616),Male,567.0,1964.0,11
Marvel,Alexander Summers (Earth-616),Male,558.0,1969.0,3
Marvel,Patricia Walker (Earth-616),Female,550.0,1944.0,11
Marvel,Human Torch (Android) (Earth-616),Male,548.0,1939.0,10
Marvel,Loki Laufeyson (Earth-616),Genderfluid,532.0,1949.0,8
Marvel,Franklin Nelson (Earth-616),Male,528.0,1964.0,4
Marvel,Brian Braddock (Earth-616),Male,528.0,1976.0,10
Marvel,Otto Octavius (Earth-616),Male,526.0,1963.0,7
Marvel,James Rhodes (Earth-616),Male,525.0,1979.0,1
Marvel,Timothy Dugan (Earth-616),Male,517.0,1963.0,5
Marvel,Crystalia Amaquelin (Earth-616),Female,512.0,1965.0,12
Marvel,Samuel Wilson (Earth-616),Male,512.0,1969.0,9
Marvel,Wilson Fisk (Earth-616),Male,503.0,1967.0,7
Marvel,Odin Borson (Earth-616),Male,502.0,1962.0,10
Marvel,Deadpool (Wade Wilson),Male,500.0,1991.0,-1
Marvel,Dane Whitman (Earth-616),Male,478.0,1967.0,12
Marvel,Harold Osborn (Earth-616),Male,474.0,1965.0,12
Marvel,Franklin Richards (Earth-616),Male,473.0,1968.0,11
Marvel,Jessica Drew (Earth-616),Female,471.0,1977.0,-1
Marvel,Roberto da Costa (Earth-616),Male,464.0,1982.0,11
Marvel,Rahne Sinclair (Earth-616),Female,448.0,1982.0,11
Marvel,Elizabeth Ross (Earth-616),Female,446.0,1962.0,5
Marvel,Lorna Dane (Earth-616),Female,433.0,1968.0,10
Marvel,Johnathon Blaze (Earth-616),Male,426.0,1972.0,8
Marvel,Sif (Earth-616),Female,422.0,1964.0,3
Marvel,Red Hulk (Thaddeus Ross),Male,415.0,1962.0,5
Marvel,Jubilation Lee (Earth-616),Female,408.0,1989.0,5
Marvel,Volstagg (Earth-616),Male,406.0,1965.0,8
Marvel,Balder Odinson (Earth-616),Male,403.0,1962.0,10
Marvel,Galactus (Earth-616),Male,390.0,1966.0,3
Marvel,Danielle Moonstar (Earth-616),Female,388.0,1982.0,11
Marvel,Marc Spector (Earth-616),Male,387.0,1975.0,8
Marvel,Gwendolyne Stacy (Earth-616),Female,384.0,1965.0,12
Marvel,Medusalith Amaquelin (Earth-616),Female,382.0,1965.0,3
Marvel,Sabretooth (Victor Creed),Male,382.0,1977.0,8
Marvel,Illyana Rasputina (Earth-616),Female,380.0,1975.0,5
Marvel,Johann Shmidt (Earth-616),Male,376.0,1941.0,8
Marvel,Fandral (Earth-616),Male,375.0,1965.0,8
Marvel,Sean Cassidy (Earth-616),Male,374.0,1967.0,1
Marvel,Thomas Raymond (Earth-616),Male,373.0,1940.0,9
Marvel,Uatu (Earth-616),Male,373.0,1963.0,4
Marvel,Richard Rider (Earth-616),Male,373.0,1976.0,9
Marvel,Hogun (Earth-616),Male,371.0,1965.0,8
Marvel,Raven Darkholme (Earth-616),Female,371.0,1978.0,4
Marvel,Barbara Morse (Earth-616),Female,368.0,1971.0,6
Marvel,Blackagar Boltagon (Earth-616),Male,366.0,1965.0,12
Marvel,Brunnhilde (Earth-616),Female,361.0,1970.0,12
Marvel,Alison Blaire (Earth-616),Female,353.0,1980.0,-1
Marvel,Venom (Symbiote) (Earth-616),Agender,348.0,1984.0,5
Marvel,John Walker (Earth-616),Male,346.0,1986.0,11
Marvel,Greer Grant (Earth-616),Female,342.0,1972.0,11
Marvel,Karla Sofen (Earth-616),Female,340.0,1975.0,12
Marvel,William Baker (Earth-616),Male,338.0,1963.0,9
Marvel,Sharon Carter (Earth-616),Female,332.0,1966.0,3
Marvel,Felicia Hardy (Earth-616),Female,332.0,1979.0,7
Marvel,Cain Marko (Earth-616),Male,329.0,1965.0,7
Marvel,Maria Hill (Earth-616),Female,325.0,2005.0,4
Marvel,Ben Urich (Earth-616),Male,324.0,1978.0,7
Marvel,Heather Douglas (Earth-616),Female,323.0,1973.0,1
Marvel,Millicent Collins (Earth-616),Female,321.0,1945.0,12
Marvel,James Proudstar (Earth-616),Male,320.0,1984.0,6
Marvel,Angelica Jones (Earth-616),Female,319.0,1985.0,5
Marvel,Edward Brock (Earth-616),Male,318.0,1986.0,9
Marvel,MacDonald Gargan (Earth-616),Male,317.0,1964.0,12
Marvel,Mephisto (Earth-616),Male,316.0,1968.0,12
Marvel,Tabitha Smith (Earth-616),Female,316.0,1985.0,11
Marvel,Jean-Paul Beaubier (Earth-616),Male,313.0,1979.0,4
Marvel,Daniel Ketch (Earth-616),Male,311.0,1990.0,5
Marvel,Neena Thurman (Earth-616),Female,310.0,1992.0,3
Marvel,Wong (Earth-616),Male,306.0,1963.0,7
Marvel,Thanos (Earth-616),Male,306.0,1973.0,-1
Marvel,Shang-Chi (Earth-616),Male,296.0,1973.0,12
Marvel,Alicia Masters (Earth-616),Female,293.0,1962.0,11
Marvel,Robert Baldwin (Earth-616),Male,293.0,1988.0,9
Marvel,Vance Astrovik (Earth-616),Male,290.0,1975.0,7
Marvel,Wendell Vaughn (Earth-616),Male,290.0,1978.0,1
Marvel,Chili Storm (Earth-616),Female,284.0,1948.0,10
Marvel,Abner Jenkins (Earth-616),Male,284.0,1964.0,8
Marvel,Elektra Natchios (Earth-616),Female,280.0,1981.0,1
Marvel,Bullseye (Lester) (Earth-616),Male,277.0,1976.0,3
Marvel,Forge (Earth-616),Male,276.0,1984.0,8
Marvel,Virginia Potts (Earth-616),Female,274.0,1963.0,9
Marvel,Walter Langkowski (Earth-616),Male,273.0,1979.0,4
Marvel,Gorgon (Earth-616),Male,272.0,1965.0,11
Marvel,James Madrox (Earth-616),Male,271.0,1975.0,-1
Marvel,Heimdall (Earth-616),Male,270.0,1962.0,10
Marvel,Theresa Cassidy (Earth-616),Female,267.0,1981.0,4
Marvel,Laura Kinney (Earth-616),Female,265.0,2004.0,2
Marvel,Arthur Douglas (Earth-616),Male,264.0,1973.0,-1
Marvel,Peter Parker (Ben Reilly) (Earth-616),Male,263.0,1975.0,10
Marvel,Warlock (Technarch) (Earth-616),Male,261.0,1984.0,8
Marvel,Kevin Plunder (Earth-616),Male,260.0,1965.0,3
Marvel,Leonard Samson (Earth-616),Male,260.0,1971.0,7
Marvel,Melissa Gold (Earth-616),Female,260.0,1979.0,8
Marvel,Lockheed (Earth-616),Male,260.0,1983.0,-1
Marvel,Mercedes Knight (Earth-616),Female,259.0,1972.0,3
Marvel,Moira Kinross (Earth-616),Female,259.0,1975.0,12
Marvel,Karnak (Earth-616),Male,257.0,1965.0,12
Marvel,Namorita Prentiss (Earth-616),Female,257.0,1972.0,6
Marvel,Lockjaw (Earth-616),Male,255.0,1965.0,12
Marvel,Adam Warlock (Earth-616),Male,252.0,1967.0,9
Marvel,Heather McNeil (Earth-616),Female,252.0,1980.0,11
Marvel,Curtis Connors (Earth-616),Male,250.0,1963.0,11
Marvel,Theodore Sallis (Earth-616),Male,249.0,1971.0,5
Marvel,Adrian Toomes (Earth-616),Male,248.0,1963.0,5
Marvel,Amora (Earth-616),Female,247.0,1964.0,4
Marvel,Clea (Earth-616),Female,247.0,1964.0,11
Marvel,Mar-Vell (Earth-616),Male,245.0,1967.0,12
Marvel,Eugene Judd (Earth-616),Male,245.0,1983.0,8
Marvel,Daimon Hellstrom (Earth-616),Male,242.0,1973.0,9
Marvel,John Jonah Jameson III (Earth-616),Male,240.0,1963.0,3
Marvel,Triton (Earth-616),Male,240.0,1965.0,12
Marvel,Meggan Puceanu (Earth-616),Female,240.0,1983.0,12
Marvel,Robert Reynolds (Earth-616),Male,240.0,2000.0,-1
Marvel,Aleksei Sytsevich (Earth-616),Male,239.0,1966.0,10
Marvel,Santo Vaccarro (Earth-616),Male,238.0,2003.0,9
Marvel,Jonathan Clay (Earth-616),Male,237.0,1960.0,8
Marvel,Ares (Earth-616),Male,236.0,1949.0,4
Marvel,Sersi (Earth-616),Female,236.0,1976.0,9
Marvel,Guido Carosella (Earth-616),Male,236.0,1985.0,7
Marvel,Zabu (Earth-616),Male,234.0,1965.0,3
Marvel,Michael Morbius (Earth-616),Male,231.0,1971.0,10
Marvel,Julio Richter (Earth-616),Male,231.0,1987.0,6
Marvel,Phoenix Force (Earth-616),Unknown,229.0,1976.0,10
Marvel,Megan Gwynn (Earth-616),Female,229.0,2004.0,11
Marvel,Kyle Richmond (Earth-616),Male,227.0,1969.0,10
Marvel,Karen Page (Earth-616),Female,226.0,1964.0,4
Marvel,Tyrone Johnson (Earth-616),Male,226.0,1982.0,3
Marvel,Maxwell Dillon (Earth-616),Male,225.0,1964.0,-1
Marvel,Valerie Cooper (Earth-616),Female,225.0,1983.0,12
Marvel,Anna May (Earth-616),Female,224.0,1964.0,8
Marvel,Vlad Dracula (Earth-616),Male,223.0,1951.0,3
Marvel,Tandy Bowen (Earth-616),Female,222.0,1982.0,3
Marvel,Monet St. Croix (Earth-616),Female,221.0,1994.0,11
Marvel,Gamora (Earth-616),Female,218.0,1975.0,6
Marvel,Amara Aquilla (Earth-616),Female,217.0,1983.0,10
Marvel,Julia Carpenter (Earth-616),Female,212.0,1984.0,10
Marvel,Jane Foster (Earth-616),Female,211.0,1962.0,9
Marvel,Mortimer Toynbee (Earth-616),Male,210.0,1964.0,3
Marvel,Scott Lang (Earth-616),Male,209.0,1979.0,3
Marvel,Paige Guthrie (Earth-616),Female,207.0,1984.0,11
Marvel,Benjamin Parker (Earth-616),Male,205.0,1962.0,8
Marvel,Erik Josten (Earth-616),Male,204.0,1965.0,10
Marvel,Jeanne-Marie Beaubier (Earth-616),Female,203.0,1979.0,4
Marvel,Carl Creel (Earth-616),Male,202.0,1964.0,4
Marvel,Gloria Grant (Earth-616),Female,202.0,1975.0,1
Marvel,Michael Twoyoungmen (Earth-616),Male,200.0,1979.0,4
Marvel,Hope Summers (Earth-616),Female,200.0,2008.0,1
Marvel,Eric Masterson (Earth-616),Male,198.0,1988.0,5
Marvel,Alexander Power (Earth-616),Male,197.0,1984.0,8
Marvel,Matthew Hawk (Earth-616),Male,195.0,1962.0,11
Marvel,Jessica Jones (Earth-616),Female,195.0,1963.0,9
Marvel,Frederick Dukes (Earth-616),Male,194.0,1964.0,1
Marvel,Eric Brooks (Earth-616),Male,194.0,1973.0,7
Marvel,Eros (Earth-616),Male,193.0,1973.0,-1
Marvel,Madison Jeffries (Earth-616),Male,193.0,1983.0,8
Marvel,Mandarin (Earth-616),Male,190.0,1964.0,-1
Marvel,The Wizard (Earth-616),Male,189.0,1962.0,11
Marvel,Akihiro (Earth-616),Male,189.0,2006.0,10
Marvel,Sergei Kravinoff (Earth-616),Male,188.0,1964.0,8
Marvel,Jonothon Starsmore (Earth-616),Male,187.0,1994.0,11
Marvel,Helmut Zemo (Earth-616),Male,184.0,1973.0,12
Marvel,Victor Borkowski (Earth-616),Male,184.0,2003.0,8
Marvel,Edward Leeds (Earth-616),Male,181.0,1964.0,11
Marvel,Ultron (Earth-616),Male,181.0,1968.0,7
Marvel,Douglas Ramsey (Earth-616),Male,181.0,1984.0,3
Marvel,Quentin Beck (Earth-616),Male,180.0,1964.0,6
Marvel,Herbert Wyndham (Earth-616),Male,179.0,1966.0,11
Marvel,Julian Keller (Earth-616),Male,179.0,2003.0,8
Marvel,Jack Russell (Earth-616),Male,178.0,1972.0,-1
Marvel,Celeste Cuckoo (Earth-616),Female,177.0,2001.0,11
Marvel,Valentina Allegra de Fontaine (Earth-616),Female,176.0,1967.0,8
Marvel,Ophelia Sarkissian (Earth-616),Female,175.0,1969.0,-1
Marvel,Colleen Wing (Earth-616),Female,175.0,1974.0,11
Marvel,Irma Cuckoo (Earth-616),Female,175.0,2001.0,11
Marvel,Sebastian Shaw (Earth-616),Male,174.0,1980.0,1
Marvel,Phoebe Cuckoo (Earth-616),Female,174.0,2001.0,11
Marvel,Sage (Earth-616),Female,172.0,1980.0,4
Marvel,Valeria Richards (Earth-616),Female,171.0,2002.0,2
Marvel,Donald Blake (Earth-616),Male,170.0,1962.0,8
Marvel,Hela (Earth-616),Female,170.0,1964.0,3
Marvel,Lilandra Neramani (Earth-616),Female,170.0,1976.0,-1
Marvel,Henry Gyrich (Earth-616),Male,170.0,1977.0,11
Marvel,Dwayne Taylor (Earth-616),Male,169.0,1989.0,12
Marvel,Harold Hogan (Earth-616),Male,166.0,1963.0,9
Marvel,Redwing (Earth-616),Male,165.0,1969.0,9
Marvel,Christopher Powell (Earth-616),Male,165.0,1991.0,3
Marvel,Harvey Elder (Earth-616),Male,164.0,1961.0,11
Marvel,Wolfgang von Strucker (Earth-616),Male,164.0,1964.0,1
Marvel,Dirk Garthwaite (Earth-616),Male,164.0,1968.0,1
Marvel,Pip Gofern (Earth-616),Male,163.0,1975.0,4
Marvel,Tony Masters (Earth-616),Male,163.0,1980.0,5
Marvel,David Lieberman (Earth-616),Male,163.0,1987.0,11
Marvel,James Hudson (Earth-616),Male,161.0,1978.0,-1
Marvel,Miles Warren (Earth-616),Male,160.0,1965.0,12
Marvel,Kallark (Earth-616),Male,160.0,1977.0,10
Marvel,En Sabah Nur (Earth-616),Male,160.0,1986.0,6
Marvel,Shiro Yoshida (Earth-616),Male,158.0,1970.0,1
Marvel,Silver Sablinova (Earth-616),Female,158.0,1985.0,6
Marvel,Elvin Haliday (Earth-616),Male,158.0,1990.0,11
Marvel,Calvin Zabo (Earth-616),Male,157.0,1963.0,12
Marvel,Frederick Myers (Earth-616),Male,157.0,1966.0,7
Marvel,Mantis (Earth-616),Female,156.0,1973.0,6
Marvel,Marlene Alraune (Earth-616),Female,156.0,1976.0,6
Marvel,Rachel Leighton (Earth-616),Female,156.0,1985.0,10
Marvel,Veranke (Earth-616),Female,156.0,2005.0,1
Marvel,Nathaniel Essex (Earth-616),Male,155.0,1987.0,9
Marvel,Anthony Druid (Earth-616),Male,153.0,1961.0,6
Marvel,Cassandra Lang (Earth-616),Female,153.0,1979.0,4
Marvel,Beta Ray Bill (Earth-616),Male,153.0,1983.0,11
Marvel,Samuel Sterns (Earth-616),Male,152.0,1964.0,12
Marvel,Leech (Earth-616),Male,152.0,1984.0,3
Marvel,Glenn Talbot (Earth-616),Male,151.0,1964.0,11
Marvel,Bug (Earth-616),Male,151.0,1979.0,1
Marvel,Peter Petruski (Earth-616),Male,150.0,1963.0,1
Marvel,Julie Power (Earth-616),Female,150.0,1984.0,8
Marvel,Giuletta Nefaria (Earth-616),Female,149.0,1968.0,1
Marvel,Robert Ralston (Earth-616),Male,148.0,1963.0,5
Marvel,Maximus (Earth-616),Male,147.0,1966.0,-1
Marvel,Genis-Vell (Earth-616),Male,147.0,1993.0,10
Marvel,Hisako Ichiki (Earth-616),Female,147.0,2004.0,10
Marvel,Dmitri Smerdyakov (Earth-616),Male,146.0,1963.0,3
Marvel,Eliot Franklin (Thunderball) (Earth-616),Male,146.0,1974.0,11
Marvel,X-51 (Earth-616),Male,146.0,1977.0,7
Marvel,Madelyne Pryor (Earth-616),Female,146.0,1983.0,4
Marvel,Adolf Hitler (Earth-616),Male,145.0,1940.0,9
Marvel,Herman Schultz (Earth-616),Male,145.0,1967.0,3
Marvel,Noriko Ashida (Earth-616),Female,145.0,2004.0,1
Marvel,Chen Lu (Earth-616),Male,144.0,1963.0,6
Marvel,Ulysses Klaw (Earth-616),Male,143.0,1966.0,8
Marvel,Cessily Kincaid (Earth-616),Female,143.0,2003.0,8
Marvel,Kyle Gibney (Earth-616),Male,142.0,1983.0,8
Marvel,Jack Monroe (Earth-616),Male,141.0,1953.0,12
Marvel,Madeline Joyce (Earth-616),Female,140.0,1943.0,11
Marvel,George Tarleton (Earth-616),Male,140.0,1967.0,9
Marvel,Jocasta (Earth-616),Female,140.0,1977.0,8
Marvel,Peter Wisdom (Earth-616),Male,140.0,1995.0,-1
Marvel,Jeffrey Mace (Earth-616),Male,139.0,1940.0,12
Marvel,Aquaria Neptunia (Earth-616),Female,139.0,1947.0,5
Marvel,Dragon Man (Earth-616),Male,139.0,1965.0,-1
Marvel,Narya (Earth-616),Female,138.0,1979.0,4
Marvel,Burglar (Earth-616),Male,137.0,1962.0,8
Marvel,Dino Manelli (Earth-616),Male,137.0,1963.0,5
Marvel,Peter Parker (Kaine) (Earth-616),Male,137.0,1994.0,12
Marvel,Nightmare (Earth-616),Male,136.0,1963.0,7
Marvel,Ronan (Earth-616),Male,136.0,1967.0,8
Marvel,Thomas Halloway (Earth-616),Male,135.0,1939.0,10
Marvel,Jasper Sitwell (Earth-616),Male,134.0,1966.0,5
Marvel,Frank Payne (Earth-616),Male,134.0,1977.0,6
Marvel,Paladin (Earth-616),Male,134.0,1978.0,1
Marvel,Mad Thinker (Earth-616),Male,133.0,1963.0,6
Marvel,Brian Calusky (Earth-616),Male,133.0,1974.0,11
Marvel,Arthur Maddicks (Earth-616),Male,133.0,1986.0,3
Marvel,Hedy Wolfe (Earth-616),Female,132.0,1944.0,11
Marvel,Isadore Cohen (Earth-616),Male,132.0,1963.0,5
Marvel,Dormammu (Earth-616),Male,132.0,1964.0,11
Marvel,Makkari (Earth-616),Male,131.0,1940.0,8
Marvel,Marlo Chandler (Earth-616),Female,131.0,1988.0,9
Marvel,Percival Pinkerton (Earth-616),Male,130.0,1964.0,7
Marvel,Quintavius Quire (Earth-616),Male,130.0,2003.0,1
Marvel,Marla Madison (Earth-616),Female,129.0,1976.0,11
Marvel,Cletus Kasady (Earth-616),Male,129.0,1991.0,-1
Marvel,Supreme Intelligence (Earth-616),Male,128.0,1967.0,8
Marvel,Aragorn (Earth-616),Male,128.0,1968.0,1
Marvel,Betty Dean (Earth-616),Female,127.0,1940.0,1
Marvel,Karnilla (Earth-616),Female,127.0,1964.0,8
Marvel,Jacqueline Falsworth (Earth-616),Female,127.0,1976.0,7
Marvel,Caliban (Earth-616),Male,127.0,1981.0,8
Marvel,Isaac Christians (Earth-616),Male,127.0,1981.0,4
Marvel,Brock Rumlow (Earth-616),Male,126.0,1989.0,10
Marvel,Paul Norbert Ebersol (Earth-616),Male,125.0,1966.0,-1
Marvel,Annihilus (Earth-616),Male,125.0,1968.0,11
Marvel,Red Sonja (Earth-616),Female,125.0,1973.0,-1
Marvel,Jonathan Hart (Earth-616),Male,125.0,1976.0,3
Marvel,Bambina Arbogast (Earth-616),Female,125.0,1979.0,1
Marvel,Sooraya Qadir (Earth-616),Female,125.0,2002.0,12
Marvel,Zeus Panhellenios (Earth-616),Male,124.0,1949.0,6
Marvel,Randolph Robertson (Earth-616),Male,124.0,1968.0,12
Marvel,Yao (Earth-616),Male,122.0,1961.0,6
Marvel,Agatha Harkness (Earth-616),Female,122.0,1970.0,1
Marvel,Jack Tarr (Earth-616),Male,122.0,1974.0,4
Marvel,Katherine Bishop (Earth-616),Female,122.0,2005.0,4
Marvel,Jason Wyngarde (Earth-616),Male,121.0,1964.0,3
Marvel,Walter Newell (Earth-616),Male,121.0,1967.0,9
Marvel,Joanna Cargill (Earth-616),Female,121.0,1986.0,5
Marvel,Parker Robbins (Earth-616),Male,121.0,2002.0,7
Marvel,Rocket Raccoon (Earth-616),Male,120.0,1976.0,6
Marvel,Lyja (Earth-616),Female,120.0,1984.0,4
Marvel,Georges Batroc (Earth-616),Male,119.0,1966.0,3
Marvel,Wyatt Wingfoot (Earth-616),Male,119.0,1966.0,5
Marvel,Henry Camp (Earth-616),Male,119.0,1974.0,11
Marvel,Peter Quill (Earth-616),Male,119.0,1976.0,1
Marvel,Marrow (Sarah) (Earth-616),Female,119.0,1994.0,9
Marvel,Vision (Jonas) (Earth-616),Male,119.0,2005.0,8
Marvel,William Kaplan (Earth-616),Male,119.0,2005.0,4
Marvel,George Stacy (Earth-616),Male,118.0,1968.0,1
Marvel,Mari (Earth-616),Female,118.0,1979.0,1
Marvel,Todd Arliss (Earth-616),Male,116.0,1968.0,9
Marvel,Hammerhead (Joseph) (Earth-616),Male,116.0,1972.0,10
Marvel,Heinrich Zemo (Earth-616),Male,115.0,1964.0,3
Marvel,Emil Blonsky (Earth-616),Male,115.0,1967.0,4
Marvel,Arcturus Rann (Earth-616),Male,115.0,1979.0,1
Marvel,James Woo (Earth-616),Male,114.0,1956.0,10
Marvel,Frank Drake (Earth-616),Male,114.0,1972.0,4
Marvel,Callisto (Earth-616),Female,114.0,1983.0,5
Marvel,Dorma (Earth-616),Female,113.0,1939.0,10
Marvel,Lonnie Lincoln (Earth-616),Male,113.0,1988.0,3
Marvel,Doop (Earth-616),Male,113.0,2001.0,7
Marvel,David Alleyne (Earth-616),Male,113.0,2003.0,10
Marvel,Hepzibah (Earth-616),Female,112.0,1977.0,10
Marvel,Charlie Cluster-7 (Earth-616),Male,112.0,2002.0,8
Marvel,Samuel Sawyer (Earth-616),Male,111.0,1963.0,5
Marvel,Jacques Duquesne (Earth-616),Male,111.0,1965.0,8
Marvel,Arcade (Earth-616),Male,111.0,1978.0,1
Marvel,Mary Walker (Earth-616),Female,111.0,1988.0,5
Marvel,Miguel Santos (Earth-616),Male,111.0,1990.0,10
Marvel,Christopher Summers (Earth-616),Male,110.0,1977.0,4
Marvel,Morris Bench (Earth-616),Male,110.0,1981.0,1
Marvel,David Cannon (Earth-616),Male,109.0,1963.0,12
Marvel,Prosh (Earth-616),Unknown,109.0,1988.0,1
Marvel,Roderick Kingsley (Earth-616),Male,108.0,1980.0,6
Marvel,Dominikos Petrakis (Earth-616),Male,108.0,1981.0,1
Marvel,St. John Allerdyce (Earth-616),Male,108.0,1981.0,1
Marvel,Mary MacPherran (Earth-616),Female,108.0,1984.0,7
Marvel,Rita Wayword (Earth-616),Female,108.0,1985.0,9
Marvel,Angelo Espinosa (Earth-616),Male,108.0,1994.0,10
Marvel,Layla Miller (Earth-616),Female,108.0,2005.0,9
Marvel,Leland Owlsley (Earth-616),Male,107.0,1964.0,8
Marvel,Karl Lykos (Earth-616),Male,107.0,1969.0,8
Marvel,Jason Macendale Jr. (Earth-616),Male,107.0,1981.0,-1
Marvel,Clay Harder (Earth-616),Male,106.0,1948.0,3
Marvel,Frigga (Earth-616),Female,106.0,1963.0,5
Marvel,Ikaris (Eternal) (Earth-616),Male,106.0,1976.0,7
Marvel,Jack Power (Earth-616),Male,106.0,1984.0,8
Marvel,Katherine Power (Earth-616),Female,106.0,1984.0,8
Marvel,Sharon Ventura (Earth-616),Female,105.0,1985.0,9
Marvel,Nico Minoru (Earth-616),Female,105.0,2003.0,7
Marvel,Clive Reston (Earth-616),Male,104.0,1975.0,3
Marvel,Idie Okonkwo (Earth-616),Female,104.0,2010.0,11
Marvel,Robert Frank (Earth-616),Male,103.0,1941.0,8
Marvel,Elizabeth Twoyoungmen (Earth-616),Female,103.0,1983.0,12
Marvel,Everett Thomas (Earth-616),Male,103.0,1994.0,9
Marvel,Danger (Earth-616),Female,103.0,2005.0,3
Marvel,Dorrek VIII (Earth-616),Male,103.0,2005.0,4
Marvel,Amadeus Cho (Earth-616),Male,103.0,2006.0,1
Marvel,Phillip Masters (Earth-616),Male,102.0,1962.0,11
Marvel,Joshua Foley (Earth-616),Male,101.0,2003.0,11
Marvel,Karl Mordo (Earth-616),Male,100.0,1963.0,8
Marvel,Eternity (Earth-616),Unknown,100.0,1965.0,11
Marvel,William Foster (Earth-616),Male,100.0,1966.0,9
Marvel,Leiko Wu (Earth-616),Female,100.0,1975.0,10
Marvel,Chase Stein (Earth-616),Male,100.0,2003.0,7
Marvel,Louise Grant (Earth-616),Female,99.0,1946.0,9
Marvel,Grand Vizier (Asgard) (Earth-616),Male,99.0,1965.0,9
Marvel,Pyreus Kril (Earth-616),Male,99.0,1974.0,7
Marvel,Acroyear (Earth-616),Male,99.0,1979.0,1
Marvel,Yuriko Oyama (Earth-616),Female,99.0,1983.0,8
Marvel,Elijah Bradley (Earth-616),Male,99.0,2005.0,4
Marvel,Frankie Raye (Earth-616),Female,98.0,1975.0,11
Marvel,Jimaine Szardos (Earth-616),Female,98.0,1976.0,4
Marvel,Bethany Cabe (Earth-616),Female,98.0,1978.0,12
Marvel,Phillip Urich (Earth-616),Male,98.0,1995.0,6
