Publisher,Name,Gender,Appearances,Year,Month
Marvel,J. Pennington Pennypacker (Earth-616),Male,1.0,1992.0,7
Marvel,Jacqueline Tavarez (Earth-616),Female,1.0,1992.0,1
Marvel,Jalfaha Dahn (Earth-616),Male,1.0,1992.0,11
Marvel,Jan Radar (Earth-616),Male,1.0,1992.0,8
Marvel,Jean Grey (Doppelganger) (Earth-616),Female,1.0,1992.0,9
Marvel,Jeter Kan Toon (Earth-616),Male,1.0,1992.0,1
Marvel,Joanne Beaubier (Earth-616),Female,1.0,1992.0,3
Marvel,Jonathan Storm (Doppelganger) (Earth-616),Male,1.0,1992.0,6
Marvel,Kevin Wilson (Earth-616),Male,1.0,1992.0,8
Marvel,Kruggar (Earth-616),Male,1.0,1992.0,10
Marvel,Malcolm Codsworth (Earth-616),Male,1.0,1992.0,4
Marvel,Mandibus (Earth-616),Male,1.0,1992.0,8
Marvel,Marc Danson (Earth-616),Male,1.0,1992.0,12
Marvel,Marianne Waters (Earth-616),Female,1.0,1992.0,8
Marvel,Maxwell Wilson (Earth-616),Male,1.0,1992.0,8
Marvel,MeMe (Morlock) (Earth-616),Male,1.0,1992.0,9
Marvel,Monte (Earth-616),Male,1.0,1992.0,9
Marvel,Monte Devlin (Earth-616),Male,1.0,1992.0,8
Marvel,Mother-of-Pain,Unknown,1.0,1992.0,12
Marvel,Myra Lee Sal (Earth-616),Female,1.0,1992.0,1
Marvel,Nikolai Vonya (Earth-616),Male,1.0,1992.0,7
Marvel,Oliver Denton (Earth-616),Male,1.0,1992.0,12
Marvel,Omerta (Earth-616),Male,1.0,1992.0,5
Marvel,Ornette Higgenbotham (Earth-616),Male,1.0,1992.0,10
Marvel,Ororo Munroe (Doppelganger) (Earth-616),Female,1.0,1992.0,9
Marvel,Pascal Tyler (Earth-616),Male,1.0,1992.0,12
Marvel,Paul Danvers (Earth-616),Male,1.0,1992.0,12
Marvel,Paul Trent (Earth-616),Male,1.0,1992.0,-1
Marvel,Peter London (Earth-616),Male,1.0,1992.0,4
Marvel,Phelix (Earth-616),Male,1.0,1992.0,12
Marvel,Phiend (Earth-616),Male,1.0,1992.0,12
Marvel,Phit (Earth-616),Male,1.0,1992.0,12
Marvel,Phlegm (Earth-616),Male,1.0,1992.0,11
Marvel,Phlopp (Earth-616),Male,1.0,1992.0,11
Marvel,Phopp (Earth-616),Male,1.0,1992.0,11
Marvel,Prodigy (Polish) (Earth-616),Male,1.0,1992.0,5
Marvel,Raleigh Chamberlain (Earth-616),Male,1.0,1992.0,12
Marvel,Ravello Medina (Earth-616),Male,1.0,1992.0,12
Marvel,Reverend Stryker (Power Cult) (Earth-616),Male,1.0,1992.0,9
Marvel,Rick McLaurin (Earth-616),Male,1.0,1992.0,12
Marvel,Roberto Gonzago (Earth-616),Male,1.0,1992.0,12
Marvel,Rock Wit Mike (Earth-616),Male,1.0,1992.0,1
Marvel,Sandstorm (Earth-616),Male,1.0,1992.0,10
Marvel,Scattershot (Natalya) (Earth-616),Female,1.0,1992.0,6
Marvel,Sean Bernard (Earth-616),Male,1.0,1992.0,6
Marvel,Siberion (Earth-616),Male,1.0,1992.0,6
Marvel,Siobhan (Earth-616),Female,1.0,1992.0,7
Marvel,Skullcrasher (Earth-616),Male,1.0,1992.0,4
Marvel,Stencil (Maria) (Earth-616),Female,1.0,1992.0,11
Marvel,Technocrat (Earth-616),Male,1.0,1992.0,-1
Marvel,Thanademos (Earth-616),Male,1.0,1992.0,9
Marvel,Tilda (Asgardian) (Earth-616),Female,1.0,1992.0,11
Marvel,Tongar (Earth-616),Male,1.0,1992.0,11
Marvel,Traci Fields (Earth-616),Female,1.0,1992.0,9
Marvel,Ursula (Swiss) (Earth-616),Female,1.0,1992.0,5
Marvel,Veronica Stryker (Earth-616),Female,1.0,1992.0,9
Marvel,Vibrato (Earth-616),Male,1.0,1992.0,-1
Marvel,White Ninja (Earth-616),Male,1.0,1992.0,-1
Marvel,William Baker (Impostor) (Earth-616),Male,1.0,1992.0,9
Marvel,Ygmlosvorraich (Earth-616),Unknown,1.0,1992.0,12
Marvel,Yoyo (Hydra) (Earth-616),Male,1.0,1992.0,6
Marvel,Zoya Vasilievna (Earth-616),Female,1.0,1992.0,11
Marvel,Abahla (Earth-616),Male,1.0,1993.0,4
Marvel,Abner Dunson (Earth-616),Male,1.0,1993.0,5
Marvel,Adahm (Earth-616),Male,1.0,1993.0,10
Marvel,Adrian Eiskalt (Earth-616),Male,1.0,1993.0,9
Marvel,Al Shaitan (Earth-616),Male,1.0,1993.0,4
Marvel,Alan Trent (Earth-616),Male,1.0,1993.0,-1
Marvel,Alex Grimond (Earth-616),Male,1.0,1993.0,11
Marvel,Alice (Genosha) (Earth-616),Female,1.0,1993.0,4
Marvel,Anakalak (Earth-616),Male,1.0,1993.0,9
Marvel,Angel of Death (Dark Angel) (Earth-616),Male,1.0,1993.0,4
Marvel,Anton Bigelow (Earth-616),Male,1.0,1993.0,5
Marvel,Armand Galante (Earth-616),Male,1.0,1993.0,6
Marvel,Armando Aviles (Earth-616),Male,1.0,1993.0,5
Marvel,Armaziel (Earth-616),Female,1.0,1993.0,10
Marvel,Assassin (Mimeyoshi) (Earth-616),Female,1.0,1993.0,7
Marvel,Avram Siegel (Earth-616),Male,1.0,1993.0,4
Marvel,Bald Twins (Earth-616),Male,1.0,1993.0,8
Marvel,Bartholomew Ingrid (Earth-616),Male,1.0,1993.0,5
Marvel,Baru (Earth-616),Male,1.0,1993.0,5
Marvel,Beetroot (Earth-616),Male,1.0,1993.0,-1
Marvel,Bisento (Snakeroot) (Earth-616),Male,1.0,1993.0,10
Marvel,Bison (Warpies) (Earth-616),Male,1.0,1993.0,5
Marvel,Brian Kornfield (Earth-616),Male,1.0,1993.0,10
Marvel,Chanda (Earth-616),Male,1.0,1993.0,3
Marvel,Charles Amundson (Earth-616),Male,1.0,1993.0,1
Marvel,Charlie Ronalds (Earth-616),Male,1.0,1993.0,5
Marvel,Colin Powell (Earth-616),Male,1.0,1993.0,5
Marvel,Cool Million (Earth-616),Male,1.0,1993.0,5
Marvel,Corrine Walton (Earth-616),Female,1.0,1993.0,10
Marvel,Cristoph Pfeifer (Earth-616),Male,1.0,1993.0,9
Marvel,Cruz (Earth-616),Male,1.0,1993.0,5
Marvel,Culex (Earth-616),Unknown,1.0,1993.0,7
Marvel,Dark Legion (Lilin) (Earth-616),Male,1.0,1993.0,12
Marvel,Dark Tower (Chess Set) (Earth-616),Male,1.0,1993.0,6
Marvel,David Pennant (Earth-616),Male,1.0,1993.0,9
Marvel,Delusion (Earth-616),Male,1.0,1993.0,6
Marvel,Denak (Earth-616),Male,1.0,1993.0,1
Marvel,Dirk Leydon (Earth-616),Male,1.0,1993.0,8
Marvel,Dusk (Hellbent) (Earth-616),Female,1.0,1993.0,12
Marvel,Dyskor (Earth-616),Male,1.0,1993.0,7
Marvel,Eradikator 6 (Earth-616),Male,1.0,1993.0,10
Marvel,F.T. Strang (Earth-616),Male,1.0,1993.0,8
Marvel,Fabian Nicieza (Earth-616),Male,1.0,1993.0,5
Marvel,Fizzure (Earth-616),Male,1.0,1993.0,8
Marvel,Flame (Plug-Uglies) (Earth-616),Male,1.0,1993.0,9
Marvel,Flare (Hellbent) (Earth-616),Male,1.0,1993.0,9
Marvel,Foam (Emil) (Earth-616),Male,1.0,1993.0,9
Marvel,Gabriel Gant (Earth-616),Male,1.0,1993.0,5
Marvel,Garrg (Earth-616),Male,1.0,1993.0,9
Marvel,Geoff Monte (Earth-616),Male,1.0,1993.0,10
Marvel,Georgi Luchkov (Earth-616),Male,1.0,1993.0,8
Marvel,Giant of the Storm (Earth-616),Male,1.0,1993.0,8
Marvel,Gina Palumbo (Earth-616),Female,1.0,1993.0,5
Marvel,Girth (Lilin) (Earth-616),Male,1.0,1993.0,12
Marvel,Glagg (Earth-616),Male,1.0,1993.0,3
Marvel,Gnash (Earth-616),Male,1.0,1993.0,7
Marvel,Graczia (Earth-616),Female,1.0,1993.0,3
Marvel,Grim Guardian (Earth-616),Male,1.0,1993.0,1
Marvel,Gus Yaccarino (Earth-616),Male,1.0,1993.0,6
Marvel,Hardaway (Cyborg) (Earth-616),Male,1.0,1993.0,10
Marvel,Harold Marks (Earth-616),Male,1.0,1993.0,7
Marvel,Harran (Earth-616),Male,1.0,1993.0,5
Marvel,Harry Kenkoy (Earth-616),Male,1.0,1993.0,8
Marvel,Harry Ronalds (Earth-616),Male,1.0,1993.0,5
Marvel,Hector (Rapidfire) (Earth-616),Male,1.0,1993.0,-1
Marvel,Hector Sandrose (Earth-616),Male,1.0,1993.0,6
Marvel,Holocaust (Earth-616),Male,1.0,1993.0,1
Marvel,Infinks (Lilin) (Earth-616),Unknown,1.0,1993.0,12
Marvel,Iris (Warpies) (Earth-616),Female,1.0,1993.0,3
Marvel,James Spencer (Earth-616),Male,1.0,1993.0,7
Marvel,Kalen (Earth-616),Male,1.0,1993.0,5
Marvel,Kao-Gotu Suru (Earth-616),Unknown,1.0,1993.0,8
Marvel,Kenneth Sjolin (Earth-616),Male,1.0,1993.0,6
Marvel,Killer Queen (Chess Set) (Earth-616),Female,1.0,1993.0,6
Marvel,Killjoy (Earth-616),Male,1.0,1993.0,5
Marvel,King Coal (Chess Set) (Earth-616),Male,1.0,1993.0,6
Marvel,Kralor (Earth-616),Male,1.0,1993.0,12
Marvel,Kurt Geinstach (Earth-616),Male,1.0,1993.0,12
Marvel,Len Arkwright (Earth-616),Male,1.0,1993.0,10
Marvel,Lenore St. Croix (Earth-616),Female,1.0,1993.0,10
Marvel,Lens (Warpies) (Earth-616),Male,1.0,1993.0,3
Marvel,Lisa Beckman (Earth-616),Female,1.0,1993.0,9
Marvel,Louis Banque (Earth-616),Male,1.0,1993.0,8
Marvel,Lowdown (Earth-616),Male,1.0,1993.0,7
Marvel,Macross (Terminus) (Earth-616),Male,1.0,1993.0,6
Marvel,Malvin Umbridge (Earth-616),Male,1.0,1993.0,10
Marvel,Manuel Torres (Earth-616),Male,1.0,1993.0,5
Marvel,Mara Arliss (Earth-616),Female,1.0,1993.0,1
Marvel,Marcus Grantby-Fox (Earth-616),Male,1.0,1993.0,4
Marvel,Matthew Harsh (Earth-616),Male,1.0,1993.0,6
Marvel,Megataur (Earth-616),Male,1.0,1993.0,12
Marvel,Mister Miracle (Earth-616),Male,1.0,1993.0,4
Marvel,Mitchell Chambers,Male,1.0,1993.0,6
Marvel,Monstrosity (Earth-616),Male,1.0,1993.0,10
Marvel,Mordechai Kovax (Earth-616),Male,1.0,1993.0,7
Marvel,Murmur (Hellbent) (Earth-616),Male,1.0,1993.0,5
Marvel,Mutate 682 (Earth-616),Female,1.0,1993.0,11
Marvel,Nautak (Earth-616),Male,1.0,1993.0,-1
Marvel,Nick Malloy (Earth-616),Male,1.0,1993.0,-1
Marvel,Osaku (Earth-616),Male,1.0,1993.0,8
Marvel,Over-Knight (Chess Set) (Earth-616),Male,1.0,1993.0,6
Marvel,Percy van Norton (Earth-616),Male,1.0,1993.0,5
Marvel,Phil Donahue (Earth-616),Male,1.0,1993.0,11
Marvel,Prune (Warpies) (Earth-616),Male,1.0,1993.0,5
Marvel,Raksasa (Earth-616),Male,1.0,1993.0,5
Marvel,Randall Macklin (Earth-616),Male,1.0,1993.0,1
Marvel,Reggie Bitters (Earth-616),Male,1.0,1993.0,7
Marvel,Rhonda Monte (Earth-616),Female,1.0,1993.0,10
Marvel,Rico Lazar (Earth-616),Male,1.0,1993.0,5
Marvel,Rigor Mortis (Earth-616),Male,1.0,1993.0,9
Marvel,Robert Brasman (Earth-616),Male,1.0,1993.0,6
Marvel,Robert Nazario (Earth-616),Male,1.0,1993.0,6
Marvel,Robin Ronalds (Earth-616),Female,1.0,1993.0,5
Marvel,Sam Yurimoto (Earth-616),Male,1.0,1993.0,5
Marvel,Sammael (Earth-616),Male,1.0,1993.0,10
Marvel,Samson Rourke (Earth-616),Unknown,1.0,1993.0,5
Marvel,Sara Harrington (Earth-616),Female,1.0,1993.0,8
Marvel,Scan (Earth-616),Male,1.0,1993.0,3
Marvel,Scope (Warpies) (Earth-616),Male,1.0,1993.0,3
Marvel,Serene Miami (Earth-616),Female,1.0,1993.0,6
Marvel,Skitter (Earth-616),Female,1.0,1993.0,8
Marvel,Skitter (Lilin) (Earth-616),Male,1.0,1993.0,12
Marvel,Skulveig (Earth-616),Male,1.0,1993.0,8
Marvel,Sonar (Warpies) (Earth-616),Male,1.0,1993.0,3
Marvel,Sophie Grimm (Earth-616),Female,1.0,1993.0,7
Marvel,Spitfire (Lilin) (Earth-616),Unknown,1.0,1993.0,12
Marvel,Succubus (Nightmare) (Earth-616),Female,1.0,1993.0,4
Marvel,Tailspin (Hellbent) (Earth-616),Male,1.0,1993.0,7
Marvel,Tessa (Vampire) (Earth-616),Female,1.0,1993.0,7
Marvel,Timothy Chambers (Earth-616),Male,1.0,1993.0,10
Marvel,Triplex (Earth-616),Unknown,1.0,1993.0,7
Marvel,Tristram Oberbeck (Earth-616),Male,1.0,1993.0,6
Marvel,Uchio Tanaka (Earth-616),Unknown,1.0,1993.0,12
Marvel,Victor Pei (Earth-616),Male,1.0,1993.0,4
Marvel,Wadlow (Earth-616),Male,1.0,1993.0,4
Marvel,Wanderer (Government Agent) (Earth-616),Male,1.0,1993.0,9
Marvel,Wandor (Earth-616),Unknown,1.0,1993.0,1
Marvel,Weapon Y (Earth-616),Male,1.0,1993.0,5
Marvel,Whisperer (Demon) (Earth-616),Unknown,1.0,1993.0,9
Marvel,Wilhelm Schultz (Earth-616),Male,1.0,1993.0,-1
Marvel,William Williams (Earth-616),Male,1.0,1993.0,6
Marvel,Wire (Earth-616),Male,1.0,1993.0,5
Marvel,Wish-Demon (Earth-616),Unknown,1.0,1993.0,5
Marvel,Xiomara (Earth-616),Female,1.0,1993.0,-1
Marvel,Zath (Earth-616),Unknown,1.0,1993.0,3
Marvel,107 (Earth-616),Male,1.0,1994.0,11
Marvel,14 (Earth-616),Female,1.0,1994.0,11
Marvel,99 (Earth-616),Male,1.0,1994.0,11
Marvel,Alan Desmond (Earth-616),Male,1.0,1994.0,7
Marvel,Amelia Voelker (Earth-616),Female,1.0,1994.0,-1
Marvel,Ampere (Circle of Pavane) (Earth-616),Male,1.0,1994.0,8
Marvel,Amy Conklin (Earth-616),Female,1.0,1994.0,10
Marvel,Anabolicus (Earth-616),Male,1.0,1994.0,1
Marvel,Arc (Hellbent) (Earth-616),Male,1.0,1994.0,1
Marvel,Armada (Android) (Earth-616),Unknown,1.0,1994.0,11
Marvel,Attumacht (Earth-616),Male,1.0,1994.0,6
Marvel,Barrett Gage (Earth-616),Male,1.0,1994.0,4
Marvel,Bass (Hellbent) (Earth-616),Male,1.0,1994.0,1
Marvel,Battlescar (Earth-616),Male,1.0,1994.0,3
Marvel,Beatrice Conners (Earth-616),Female,1.0,1994.0,5
Marvel,Belle (Hellbent) (Earth-616),Female,1.0,1994.0,1
Marvel,Benazir Kaur (Earth-616),Female,1.0,1994.0,10
Marvel,Bond (Earth-616),Male,1.0,1994.0,12
Marvel,Borgeddon (Earth-616),Unknown,1.0,1994.0,1
Marvel,Brawler (Children of Pavane) (Earth-616),Male,1.0,1994.0,8
Marvel,Brick (Phalanx) (Earth-616),Unknown,1.0,1994.0,10
Marvel,Carl Kerridge (Earth-616),Male,1.0,1994.0,7
Marvel,Carl Washington (Earth-616),Male,1.0,1994.0,8
Marvel,Carmenio (Earth-616),Male,1.0,1994.0,-1
Marvel,Catherine Deshayes (Earth-616),Female,1.0,1994.0,11
Marvel,Charles Grey (Earth-616),Male,1.0,1994.0,1
Marvel,Crackdown (Hellbent) (Earth-616),Male,1.0,1994.0,1
Marvel,Daniel Walker (Earth-616),Male,1.0,1994.0,6
Marvel,Dantella (Earth-616),Female,1.0,1994.0,6
Marvel,Darg (Earth-616),Male,1.0,1994.0,-1
Marvel,Daze (Fold) (Earth-616),Male,1.0,1994.0,6
Marvel,Deathcharge (Earth-616),Male,1.0,1994.0,7
Marvel,Doggerel (Earth-616),Male,1.0,1994.0,12
Marvel,Douglas Hutchinson (Earth-616),Male,1.0,1994.0,3
Marvel,Duntumbla (Earth-616),Unknown,1.0,1994.0,5
Marvel,Dymphna (Earth-616),Female,1.0,1994.0,10
Marvel,Egon (Earth-616),Male,1.0,1994.0,9
Marvel,Elijah Jackson (Earth-616),Male,1.0,1994.0,-1
Marvel,Emeneya Nkrumah (Earth-616),Male,1.0,1994.0,3
Marvel,Enos Warwick (Earth-616),Male,1.0,1994.0,4
Marvel,Enteki II (Snakeroot) (Earth-616),Male,1.0,1994.0,1
Marvel,Equius (Earth-616),Male,1.0,1994.0,6
Marvel,Eric Wagner (Earth-616),Male,1.0,1994.0,5
Marvel,Ernest Shackleton (Earth-616),Male,1.0,1994.0,7
Marvel,Ervil Allred (Earth-616),Male,1.0,1994.0,8
Marvel,Exile (Demon) (Earth-616),Male,1.0,1994.0,12
Marvel,Figillulli (Earth-616),Unknown,1.0,1994.0,5
Marvel,Flashburn (Earth-616),Male,1.0,1994.0,11
Marvel,Fooferah (Earth-616),Male,1.0,1994.0,5
Marvel,Foundry (Blood) (Earth-616),Female,1.0,1994.0,1
Marvel,Frank Cortese (Earth-616),Male,1.0,1994.0,4
Marvel,Gabriel Mason (Earth-616),Male,1.0,1994.0,8
Marvel,Gale (Institute) (Earth-616),Female,1.0,1994.0,6
Marvel,Gayle Cord-Becker (Earth-616),Female,1.0,1994.0,9
Marvel,Grace Lavreaux (Earth-616),Female,1.0,1994.0,8
Marvel,Gregor (Phalanx) (Earth-616),Male,1.0,1994.0,10
Marvel,Gzoom (Earth-616),Male,1.0,1994.0,5
Marvel,H. Schwandt (Earth-616),Male,1.0,1994.0,6
Marvel,Heimdall (Earth-941066),Male,1.0,1994.0,10
Marvel,Hoarfen (Earth-616),Male,1.0,1994.0,10
Marvel,Huyenneyuh (Earth-616),Male,1.0,1994.0,5
Marvel,Jaime Munoz (Earth-616),Male,1.0,1994.0,4
Marvel,Janet Sorenson (Earth-616),Female,1.0,1994.0,-1
Marvel,Janissary (Earth-616),Male,1.0,1994.0,7
Marvel,Jonathan Brace (Earth-616),Male,1.0,1994.0,8
Marvel,Karrg (Earth-616),Unknown,1.0,1994.0,12
Marvel,Kay Glayvor (Earth-616),Male,1.0,1994.0,1
Marvel,Kenny Brown (Earth-616),Male,1.0,1994.0,8
Marvel,Kill-O-Byte (Earth-616),Male,1.0,1994.0,3
Marvel,Knut Caine (Earth-616),Male,1.0,1994.0,12
Marvel,Lamia (Vampire) (Earth-616),Female,1.0,1994.0,12
Marvel,Larissa (Earth-616),Female,1.0,1994.0,9
Marvel,Lava (Earth-616),Male,1.0,1994.0,1
Marvel,Lawrence McKenzie (Earth-616),Male,1.0,1994.0,12
Marvel,Lee Gibbons (Earth-616),Male,1.0,1994.0,8
Marvel,M. Camden (Earth-616),Male,1.0,1994.0,6
Marvel,Malakii (Earth-616),Male,1.0,1994.0,6
Marvel,Marty Delarosa (Earth-616),Male,1.0,1994.0,-1
Marvel,Matt Ballors (Earth-616),Male,1.0,1994.0,6
Marvel,Maurice Grauline (Earth-616),Male,1.0,1994.0,-1
Marvel,Max Belmonde (Earth-616),Male,1.0,1994.0,4
Marvel,Meridian (Earth-616),Unknown,1.0,1994.0,3
Marvel,Miximixim (Earth-616),Unknown,1.0,1994.0,5
Marvel,Nkotha (Earth-616),Male,1.0,1994.0,9
Marvel,Olik (Earth-616),Male,1.0,1994.0,1
Marvel,Paragon (A.I.M.) (Earth-616),Male,1.0,1994.0,4
Marvel,Paul Conklin Jr. (Earth-616),Male,1.0,1994.0,10
Marvel,Pavane (Male) (Earth-616),Male,1.0,1994.0,8
Marvel,Peacekeeper (Joshua) (Earth-616),Male,1.0,1994.0,10
Marvel,Raphael Suarez (Earth-616),Male,1.0,1994.0,6
Marvel,Raving Beauty (Earth-616),Female,1.0,1994.0,11
Marvel,Reeva Payge (Earth-616),Female,1.0,1994.0,10
Marvel,Roberto Ruiz (Earth-616),Male,1.0,1994.0,10
Marvel,Sallen-Bei (Earth-616),Male,1.0,1994.0,1
Marvel,Siingard (Earth-616),Male,1.0,1994.0,10
Marvel,Silence (Death Squad) (Earth-616),Male,1.0,1994.0,-1
Marvel,Somnambulist (Earth-616),Male,1.0,1994.0,8
Marvel,Soul Slug (Earth-616),Agender,1.0,1994.0,3
Marvel,Spike (Hellbent) (Earth-616),Male,1.0,1994.0,1
Marvel,Sporr (Inhuman) (Earth-616),Male,1.0,1994.0,7
Marvel,Startanious (Earth-616),Unknown,1.0,1994.0,5
Marvel,Stuart Anthony Whyte (Earth-616),Male,1.0,1994.0,9
Marvel,Stug Bar (Earth-616),Male,1.0,1994.0,1
Marvel,Taaru (Earth-616),Male,1.0,1994.0,11
Marvel,Terrigene (Earth-616),Female,1.0,1994.0,7
Marvel,The Writer (Earth-616),Male,1.0,1994.0,11
Marvel,Tobias (Earth-616),Male,1.0,1994.0,1
Marvel,Tony Reeves (Earth-616),Male,1.0,1994.0,8
Marvel,Travis Berkeley (Earth-616),Male,1.0,1994.0,11
Marvel,Travis Slaine (Earth-616),Male,1.0,1994.0,5
Marvel,Trigor (Earth-616),Male,1.0,1994.0,6
Marvel,Troll Witch (Earth-616),Female,1.0,1994.0,1
Marvel,Truthsayer (Earth-616),Female,1.0,1994.0,1
Marvel,Turmoil (Avatars) (Earth-616),Male,1.0,1994.0,12
Marvel,Tuurgid (Earth-616),Male,1.0,1994.0,10
Marvel,Uno (Parnormal Law Enforcer) (Earth-616),Female,1.0,1994.0,8
Marvel,Vickie Danner (Earth-616),Female,1.0,1994.0,10
Marvel,Vincent Cain (Earth-616),Male,1.0,1994.0,8
Marvel,Visog (Earth-616),Male,1.0,1994.0,6
Marvel,Wanda (Children of Pavane) (Earth-616),Female,1.0,1994.0,8
Marvel,Warzone (Mercenary) (Earth-616),Male,1.0,1994.0,3
Marvel,Webber (Institute) (Earth-616),Male,1.0,1994.0,6
Marvel,William Walter Goodman (Earth-616),Male,1.0,1994.0,1
Marvel,Zero Enforcement Response Option (Earth-616),Unknown,1.0,1994.0,5
Marvel,Zuchan (Earth-616),Female,1.0,1994.0,9
Marvel,Alice Springs (Earth-616),Female,1.0,1995.0,-1
Marvel,Angel of Death (AIM Android) (Earth-616),Male,1.0,1995.0,6
Marvel,Anthea Dupres (Earth-616),Female,1.0,1995.0,4
Marvel,Anubia (Earth-616),Female,1.0,1995.0,11
Marvel,Arimanes (Earth-616),Male,1.0,1995.0,1
Marvel,Artabazus (Earth-616),Male,1.0,1995.0,12
Marvel,Batal (Earth-616),Male,1.0,1995.0,4
Marvel,Beck (Earth-616),Male,1.0,1995.0,1
Marvel,Bombardier (Earth-616),Female,1.0,1995.0,6
Marvel,Buzzard (Earth-616),Male,1.0,1995.0,11
Marvel,Caiman (Cult of the Jackal) (Earth-616),Male,1.0,1995.0,11
Marvel,Candelaria V\u00e9lez (Earth-616),Female,1.0,1995.0,8
Marvel,Carol Henderson (Earth-616),Female,1.0,1995.0,6
Marvel,Charlie Pike (Earth-616),Male,1.0,1995.0,1
Marvel,Circus Pants XVII (Earth-616),Male,1.0,1995.0,12
Marvel,Crushtacean (Earth-616),Male,1.0,1995.0,11
Marvel,Daakor (Earth-616),Male,1.0,1995.0,1
Marvel,Dennis Hogan (Earth-616),Male,1.0,1995.0,7
Marvel,Earl Flatt (Earth-616),Male,1.0,1995.0,5
Marvel,El Condor (Earth-616),Unknown,1.0,1995.0,8
Marvel,Emil Stein (Earth-616),Male,1.0,1995.0,1
Marvel,Evelyn Richards (Earth-616),Female,1.0,1995.0,11
Marvel,Everett Salvo (Earth-616),Male,1.0,1995.0,4
Marvel,Faye Livingstone (Earth-616),Female,1.0,1995.0,10
Marvel,Felicity Sharpe (Earth-616),Female,1.0,1995.0,5
Marvel,Flying Fox (Earth-616),Female,1.0,1995.0,11
Marvel,Gantry (Earth-616),Male,1.0,1995.0,12
Marvel,Garmund (Earth-616),Male,1.0,1995.0,6
Marvel,Grind (Earth-616),Male,1.0,1995.0,3
Marvel,Harrier (Cult of the Jackal) (Earth-616),Male,1.0,1995.0,11
Marvel,Harry Pizer (Earth-616),Male,1.0,1995.0,7
Marvel,Herlequin (Earth-616),Male,1.0,1995.0,1
Marvel,Hijiro Nguri (Earth-616),Male,1.0,1995.0,11
Marvel,Impact (Ryu) (Earth-616),Male,1.0,1995.0,4
Marvel,Jago Marrak (Earth-616),Male,1.0,1995.0,10
Marvel,Jenny (Earth-616),Female,1.0,1995.0,11
Marvel,Jimmy Mulligan (Earth-616),Male,1.0,1995.0,9
Marvel,John Dare (Earth-616),Male,1.0,1995.0,11
Marvel,Kkon (Earth-616),Male,1.0,1995.0,7
Marvel,Komodo (Earth-616),Male,1.0,1995.0,11
Marvel,Krush (Inhuman) (Earth-616),Male,1.0,1995.0,5
Marvel,Lexos (Earth-616),Male,1.0,1995.0,6
Marvel,Lorena Haam (Earth-616),Female,1.0,1995.0,5
Marvel,Lynch (Ryu) (Earth-616),Male,1.0,1995.0,4
Marvel,Margie Mulligan (Earth-616),Female,1.0,1995.0,9
Marvel,Marian (Earth-616),Female,1.0,1995.0,3
Marvel,Masquerade (Ryu) (Earth-616),Male,1.0,1995.0,4
Marvel,Maston-Dar (Earth-616),Male,1.0,1995.0,5
Marvel,Milyann tec Hilyiani (Earth-616),Male,1.0,1995.0,10
Marvel,Mister Jinx (Earth-616),Male,1.0,1995.0,6
Marvel,Mr. Edgerton (Earth-616),Male,1.0,1995.0,7
Marvel,Mr. Powell (Earth-616),Male,1.0,1995.0,12
Marvel,Mycroft (Earth-616),Male,1.0,1995.0,5
Marvel,Mynos (Earth-616),Male,1.0,1995.0,1
Marvel,Niko (Ryu) (Earth-616),Female,1.0,1995.0,4
Marvel,Nishimura (Earth-616),Male,1.0,1995.0,1
Marvel,Orbit (Earth-616),Female,1.0,1995.0,12
Marvel,Paibok (Earth-9510),Male,1.0,1995.0,10
Marvel,Persephone (Spinsterhood) (Earth-616),Female,1.0,1995.0,11
Marvel,Piranis (Earth-616),Male,1.0,1995.0,11
Marvel,Postmortem (Earth-616),Male,1.0,1995.0,4
Marvel,Reban (Earth-616),Male,1.0,1995.0,5
Marvel,Reverb (Earth-616),Male,1.0,1995.0,10
Marvel,Running Fish (Earth-616),Male,1.0,1995.0,11
Marvel,Satellite (Earth-616),Male,1.0,1995.0,12
Marvel,Scarlet Mage (Earth-616),Male,1.0,1995.0,3
Marvel,Screed (Earth-616),Unknown,1.0,1995.0,6
Marvel,Seven (Eugenix) (Earth-616),Male,1.0,1995.0,9
Marvel,Solemne Brannex (Earth-616),Female,1.0,1995.0,-1
Marvel,Spinneret (Earth-616),Unknown,1.0,1995.0,11
Marvel,Sylk (Earth-616),Female,1.0,1995.0,5
Marvel,Target (Ryu) (Earth-616),Male,1.0,1995.0,4
Marvel,Tarnok-Kol (Earth-616),Male,1.0,1995.0,5
Marvel,Thernon (Earth-616),Female,1.0,1995.0,5
Marvel,Tom Jeffers (Earth-616),Male,1.0,1995.0,1
Marvel,Tom Tojumi (Earth-616),Male,1.0,1995.0,1
Marvel,Trudy Kockenlocker (Earth-616),Female,1.0,1995.0,1
Marvel,Vacuum (Earth-616),Male,1.0,1995.0,12
Marvel,Whitten (Criminal) (Earth-616),Male,1.0,1995.0,9
Marvel,Wolcott Farris (Earth-616),Male,1.0,1995.0,5
Marvel,Wolfen (Earth-616),Male,1.0,1995.0,1
Marvel,Woodrow Mencken (Earth-616),Male,1.0,1995.0,5
Marvel,Woodrow Truesmith (Earth-616),Male,1.0,1995.0,1
Marvel,Zona Rosa (Earth-616),Female,1.0,1995.0,8
Marvel,Angel (Wolf) (Earth-616),Unknown,1.0,1996.0,7
