Highest temp that day (F),Lowest temp that day (F),Date,Latitude,Longitude,Station name
61,43,116,35.4344,-119.0542,Bakersfield
83,46,205,35.4344,-119.0542,Bakersfield
77,46,410,35.4344,-119.0542,Bakersfield
85,55,504,35.4344,-119.0542,Bakersfield
73,39,1203,35.4344,-119.0542,Bakersfield
54,30,102,35.4344,-119.0542,Bakersfield
95,71,926,35.4344,-119.0542,Bakersfield
71,55,507,35.4344,-119.0542,Bakersfield
58,31,104,35.4344,-119.0542,Bakersfield
81,59,1002,35.4344,-119.0542,Bakersfield
87,68,915,35.4344,-119.0542,Bakersfield
94,67,812,35.4344,-119.0542,Bakersfield
104,74,625,35.4344,-119.0542,Bakersfield
78,49,217,35.4344,-119.0542,Bakersfield
79,46,308,35.4344,-119.0542,Bakersfield
71,51,311,35.4344,-119.0542,Bakersfield
98,68,920,35.4344,-119.0542,Bakersfield
66,45,210,35.4344,-119.0542,Bakersfield
82,59,520,35.4344,-119.0542,Bakersfield
66,39,1119,35.4344,-119.0542,Bakersfield
96,72,810,35.4344,-119.0542,Bakersfield
83,57,1027,35.4344,-119.0542,Bakersfield
92,68,611,35.4344,-119.0542,Bakersfield
100,68,616,35.4344,-119.0542,Bakersfield
88,57,510,35.4344,-119.0542,Bakersfield
99,67,531,35.4344,-119.0542,Bakersfield
99,70,825,35.4344,-119.0542,Bakersfield
92,65,1008,35.4344,-119.0542,Bakersfield
95,62,529,35.4344,-119.0542,Bakersfield
70,44,409,35.4344,-119.0542,Bakersfield
60,47,128,35.4344,-119.0542,Bakersfield
91,52,314,35.4344,-119.0542,Bakersfield
54,28,101,35.4344,-119.0542,Bakersfield
65,49,1109,35.4344,-119.0542,Bakersfield
95,70,1013,35.4344,-119.0542,Bakersfield
96,70,807,35.4344,-119.0542,Bakersfield
73,44,426,37.3711,-118.35799999999999,Bishop
93,56,724,37.3711,-118.35799999999999,Bishop
92,51,902,37.3711,-118.35799999999999,Bishop
66,46,1005,37.3711,-118.35799999999999,Bishop
69,26,201,37.3711,-118.35799999999999,Bishop
92,53,808,37.3711,-118.35799999999999,Bishop
87,45,501,37.3711,-118.35799999999999,Bishop
69,28,1117,37.3711,-118.35799999999999,Bishop
96,53,925,37.3711,-118.35799999999999,Bishop
62,33,129,37.3711,-118.35799999999999,Bishop
86,37,428,37.3711,-118.35799999999999,Bishop
69,28,205,37.3711,-118.35799999999999,Bishop
70,42,209,37.3711,-118.35799999999999,Bishop
82,44,412,37.3711,-118.35799999999999,Bishop
68,40,425,37.3711,-118.35799999999999,Bishop
80,27,216,37.3711,-118.35799999999999,Bishop
74,39,312,37.3711,-118.35799999999999,Bishop
100,57,822,37.3711,-118.35799999999999,Bishop
94,62,913,37.3711,-118.35799999999999,Bishop
67,34,210,37.3711,-118.35799999999999,Bishop
76,30,218,37.3711,-118.35799999999999,Bishop
99,62,621,37.3711,-118.35799999999999,Bishop
85,36,330,37.3711,-118.35799999999999,Bishop
80,50,524,37.3711,-118.35799999999999,Bishop
97,60,714,37.3711,-118.35799999999999,Bishop
76,41,519,37.3711,-118.35799999999999,Bishop
58,18,104,37.3711,-118.35799999999999,Bishop
70,41,1019,37.3711,-118.35799999999999,Bishop
66,29,1121,37.3711,-118.35799999999999,Bishop
85,43,504,37.3711,-118.35799999999999,Bishop
68,24,409,37.3711,-118.35799999999999,Bishop
99,56,828,37.3711,-118.35799999999999,Bishop
96,55,831,37.3711,-118.35799999999999,Bishop
97,56,829,37.3711,-118.35799999999999,Bishop
70,45,1021,37.3711,-118.35799999999999,Bishop
95,65,731,37.3711,-118.35799999999999,Bishop
81,45,511,37.3711,-118.35799999999999,Bishop
71,43,311,37.3711,-118.35799999999999,Bishop
80,41,316,37.3711,-118.35799999999999,Bishop
65,38,207,37.3711,-118.35799999999999,Bishop
79,30,320,37.3711,-118.35799999999999,Bishop
51,11,1224,37.3711,-118.35799999999999,Bishop
71,34,415,37.3711,-118.35799999999999,Bishop
92,52,712,37.3711,-118.35799999999999,Bishop
55,27,1212,37.3711,-118.35799999999999,Bishop
39,8,1228,37.3711,-118.35799999999999,Bishop
75,29,404,37.3711,-118.35799999999999,Bishop
83,52,525,37.3711,-118.35799999999999,Bishop
100,56,821,37.3711,-118.35799999999999,Bishop
80,52,1002,37.3711,-118.35799999999999,Bishop
73,50,1018,37.3711,-118.35799999999999,Bishop
96,53,718,37.3711,-118.35799999999999,Bishop
95,49,908,37.3711,-118.35799999999999,Bishop
73,46,509,37.3711,-118.35799999999999,Bishop
76,47,516,37.3711,-118.35799999999999,Bishop
82,39,331,37.3711,-118.35799999999999,Bishop
50,12,1217,37.3711,-118.35799999999999,Bishop
69,53,1015,37.3711,-118.35799999999999,Bishop
57,23,303,37.3711,-118.35799999999999,Bishop
99,51,726,37.3711,-118.35799999999999,Bishop
90,50,527,37.3711,-118.35799999999999,Bishop
82,44,506,37.3711,-118.35799999999999,Bishop
44,8,1230,37.3711,-118.35799999999999,Bishop
82,50,606,37.3711,-118.35799999999999,Bishop
96,68,701,37.3711,-118.35799999999999,Bishop
66,28,1122,37.3711,-118.35799999999999,Bishop
76,35,215,37.3711,-118.35799999999999,Bishop
66,20,1112,37.3711,-118.35799999999999,Bishop
101,80,905,33.6186,-114.7142,Blythe
71,48,224,33.6186,-114.7142,Blythe
113,81,615,33.6186,-114.7142,Blythe
113,79,804,33.6186,-114.7142,Blythe
90,64,1024,33.6186,-114.7142,Blythe
81,50,219,33.6186,-114.7142,Blythe
97,70,917,33.6186,-114.7142,Blythe
95,64,414,33.6186,-114.7142,Blythe
82,64,1006,33.6186,-114.7142,Blythe
109,85,704,33.6186,-114.7142,Blythe
114,82,623,33.6186,-114.7142,Blythe
76,64,319,33.6186,-114.7142,Blythe
103,78,902,33.6186,-114.7142,Blythe
51,27,101,33.6186,-114.7142,Blythe
97,67,604,33.6186,-114.7142,Blythe
62,31,104,33.6186,-114.7142,Blythe
60,51,301,33.6186,-114.7142,Blythe
89,72,1018,33.6186,-114.7142,Blythe
98,71,710,33.6186,-114.7142,Blythe
61,34,1231,33.6186,-114.7142,Blythe
99,73,610,33.6186,-114.7142,Blythe
73,45,202,33.6186,-114.7142,Blythe
100,69,918,33.6186,-114.7142,Blythe
73,55,508,33.6186,-114.7142,Blythe
99,71,1011,33.6186,-114.7142,Blythe
82,60,424,33.6186,-114.7142,Blythe
83,64,1030,33.6186,-114.7142,Blythe
96,63,331,33.6186,-114.7142,Blythe
91,62,1026,33.6186,-114.7142,Blythe
82,60,522,33.6186,-114.7142,Blythe
101,67,607,33.6186,-114.7142,Blythe
71,52,1125,33.6186,-114.7142,Blythe
102,65,529,33.6186,-114.7142,Blythe
67,56,130,33.6186,-114.7142,Blythe
102,72,1014,33.6186,-114.7142,Blythe
87,60,324,33.6186,-114.7142,Blythe
83,63,1020,33.6186,-114.7142,Blythe
112,86,830,33.6186,-114.7142,Blythe
97,86,825,33.6186,-114.7142,Blythe
84,60,1022,33.6186,-114.7142,Blythe
106,82,821,33.6186,-114.7142,Blythe
83,49,308,33.6186,-114.7142,Blythe
83,51,216,33.6186,-114.7142,Blythe
104,72,919,33.6186,-114.7142,Blythe
100,80,701,33.6186,-114.7142,Blythe
71,42,1206,33.6186,-114.7142,Blythe
69,53,131,33.6186,-114.7142,Blythe
104,84,703,33.6186,-114.7142,Blythe
82,61,1021,33.6186,-114.7142,Blythe
86,66,1025,33.6186,-114.7142,Blythe
105,68,530,33.6186,-114.7142,Blythe
71,50,128,33.6186,-114.7142,Blythe
98,72,708,34.8536,-116.7858,Daggett
82,47,308,34.8536,-116.7858,Daggett
97,68,601,34.8536,-116.7858,Daggett
105,76,703,34.8536,-116.7858,Daggett
83,55,519,34.8536,-116.7858,Daggett
47,21,1227,34.8536,-116.7858,Daggett
65,35,123,34.8536,-116.7858,Daggett
93,68,501,34.8536,-116.7858,Daggett
78,57,1030,34.8536,-116.7858,Daggett
83,57,317,34.8536,-116.7858,Daggett
96,65,1012,34.8536,-116.7858,Daggett
106,74,801,34.8536,-116.7858,Daggett
106,78,825,34.8536,-116.7858,Daggett
66,37,1106,34.8536,-116.7858,Daggett
87,68,720,34.8536,-116.7858,Daggett
94,69,1014,34.8536,-116.7858,Daggett
103,71,530,34.8536,-116.7858,Daggett
87,55,321,34.8536,-116.7858,Daggett
95,64,1010,34.8536,-116.7858,Daggett
55,28,1218,34.8536,-116.7858,Daggett
66,47,131,34.8536,-116.7858,Daggett
105,69,728,34.8536,-116.7858,Daggett
97,64,528,34.8536,-116.7858,Daggett
88,66,719,34.8536,-116.7858,Daggett
98,64,919,34.8536,-116.7858,Daggett
106,76,802,34.8536,-116.7858,Daggett
81,48,309,34.8536,-116.7858,Daggett
97,70,1013,34.8536,-116.7858,Daggett
103,69,810,34.8536,-116.7858,Daggett
57,40,1116,34.8536,-116.7858,Daggett
107,75,813,34.8536,-116.7858,Daggett
104,73,707,34.8536,-116.7858,Daggett
100,76,922,34.8536,-116.7858,Daggett
103,73,612,34.8536,-116.7858,Daggett
100,71,927,34.8536,-116.7858,Daggett
79,49,207,34.8536,-116.7858,Daggett
80,56,518,34.8536,-116.7858,Daggett
51,34,1225,34.8536,-116.7858,Daggett
77,56,323,34.8536,-116.7858,Daggett
95,63,527,34.8536,-116.7858,Daggett
97,68,611,34.8536,-116.7858,Daggett
79,52,422,34.8536,-116.7858,Daggett
97,66,711,34.8536,-116.7858,Daggett
92,58,328,34.8536,-116.7858,Daggett
88,58,505,34.8536,-116.7858,Daggett
61,37,114,34.8536,-116.7858,Daggett
91,61,503,34.8536,-116.7858,Daggett
92,62,606,34.8536,-116.7858,Daggett
103,75,830,34.8536,-116.7858,Daggett
107,73,623,34.8536,-116.7858,Daggett
75,44,416,34.8536,-116.7858,Daggett
98,62,906,34.8536,-116.7858,Daggett
96,70,914,34.8536,-116.7858,Daggett
73,41,211,34.8536,-116.7858,Daggett
86,53,412,34.8536,-116.7858,Daggett
72,41,203,34.8536,-116.7858,Daggett
109,78,618,34.8536,-116.7858,Daggett
68,46,1109,34.8536,-116.7858,Daggett
80,67,915,34.8536,-116.7858,Daggett
107,76,613,34.8536,-116.7858,Daggett
88,60,504,34.8536,-116.7858,Daggett
63,54,216,33.938,-118.3888,Los Angeles
75,67,801,33.938,-118.3888,Los Angeles
67,53,1223,33.938,-118.3888,Los Angeles
82,68,816,33.938,-118.3888,Los Angeles
68,59,606,33.938,-118.3888,Los Angeles
74,64,1023,33.938,-118.3888,Los Angeles
81,69,814,33.938,-118.3888,Los Angeles
76,66,728,33.938,-118.3888,Los Angeles
79,50,306,33.938,-118.3888,Los Angeles
70,54,412,33.938,-118.3888,Los Angeles
64,52,227,33.938,-118.3888,Los Angeles
67,44,1231,33.938,-118.3888,Los Angeles
74,67,916,33.938,-118.3888,Los Angeles
77,61,620,33.938,-118.3888,Los Angeles
79,50,1202,33.938,-118.3888,Los Angeles
71,54,324,33.938,-118.3888,Los Angeles
68,57,502,33.938,-118.3888,Los Angeles
81,63,1026,33.938,-118.3888,Los Angeles
64,51,207,33.938,-118.3888,Los Angeles
73,59,430,33.938,-118.3888,Los Angeles
63,54,406,33.938,-118.3888,Los Angeles
69,62,627,33.938,-118.3888,Los Angeles
73,53,1106,33.938,-118.3888,Los Angeles
64,56,504,33.938,-118.3888,Los Angeles
76,67,1028,33.938,-118.3888,Los Angeles
76,56,1206,33.938,-118.3888,Los Angeles
65,51,410,33.938,-118.3888,Los Angeles
70,57,512,33.938,-118.3888,Los Angeles
79,68,725,33.938,-118.3888,Los Angeles
72,51,210,33.938,-118.3888,Los Angeles
78,70,1017,33.938,-118.3888,Los Angeles
89,64,1024,33.938,-118.3888,Los Angeles
63,47,303,33.938,-118.3888,Los Angeles
68,50,202,33.938,-118.3888,Los Angeles
72,61,625,33.938,-118.3888,Los Angeles
62,48,1219,33.938,-118.3888,Los Angeles
81,68,928,33.938,-118.3888,Los Angeles
56,38,102,33.938,-118.3888,Los Angeles
77,68,802,33.938,-118.3888,Los Angeles
74,56,417,33.938,-118.3888,Los Angeles
69,59,608,33.938,-118.3888,Los Angeles
99,74,1010,33.938,-118.3888,Los Angeles
74,66,823,33.938,-118.3888,Los Angeles
66,48,1213,33.938,-118.3888,Los Angeles
81,60,609,33.938,-118.3888,Los Angeles
64,44,1217,33.938,-118.3888,Los Angeles
80,48,125,33.938,-118.3888,Los Angeles
59,47,1220,33.938,-118.3888,Los Angeles
67,57,601,33.938,-118.3888,Los Angeles
68,51,114,34.7675,-114.6188,Needles
104,76,529,34.7675,-114.6188,Needles
68,52,1110,34.7675,-114.6188,Needles
92,69,520,34.7675,-114.6188,Needles
72,54,110,34.7675,-114.6188,Needles
109,88,703,34.7675,-114.6188,Needles
77,55,416,34.7675,-114.6188,Needles
70,58,129,34.7675,-114.6188,Needles
75,52,227,34.7675,-114.6188,Needles
85,53,213,34.7675,-114.6188,Needles
90,62,519,34.7675,-114.6188,Needles
60,42,1127,34.7675,-114.6188,Needles
70,57,515,34.7675,-114.6188,Needles
111,80,730,34.7675,-114.6188,Needles
109,86,702,34.7675,-114.6188,Needles
86,54,310,34.7675,-114.6188,Needles
80,63,1006,34.7675,-114.6188,Needles
75,44,1210,34.7675,-114.6188,Needles
108,82,727,34.7675,-114.6188,Needles
84,53,215,34.7675,-114.6188,Needles
69,51,1209,34.7675,-114.6188,Needles
96,62,413,34.7675,-114.6188,Needles
58,38,1215,34.7675,-114.6188,Needles
88,69,506,34.7675,-114.6188,Needles
109,82,725,34.7675,-114.6188,Needles
86,54,309,34.7675,-114.6188,Needles
72,54,124,34.7675,-114.6188,Needles
107,80,808,34.7675,-114.6188,Needles
78,50,107,34.7675,-114.6188,Needles
79,54,306,34.7675,-114.6188,Needles
83,64,1020,34.7675,-114.6188,Needles
115,85,615,34.7675,-114.6188,Needles
111,84,713,34.7675,-114.6188,Needles
82,64,1025,34.7675,-114.6188,Needles
86,55,209,34.7675,-114.6188,Needles
84,56,324,34.7675,-114.6188,Needles
74,45,106,34.7675,-114.6188,Needles
111,89,830,34.7675,-114.6188,Needles
81,66,522,34.7675,-114.6188,Needles
97,61,328,34.7675,-114.6188,Needles
89,59,411,34.7675,-114.6188,Needles
78,61,211,34.7675,-114.6188,Needles
90,65,421,34.7675,-114.6188,Needles
67,40,123,34.7675,-114.6188,Needles
99,67,429,34.7675,-114.6188,Needles
110,82,925,34.7675,-114.6188,Needles
118,83,617,34.7675,-114.6188,Needles
76,56,1113,34.7675,-114.6188,Needles
115,89,829,34.7675,-114.6188,Needles
69,53,127,34.7675,-114.6188,Needles
83,68,1029,34.7675,-114.6188,Needles
96,73,605,34.7675,-114.6188,Needles
102,77,923,34.7675,-114.6188,Needles
101,75,610,34.7675,-114.6188,Needles
55,35,102,34.7675,-114.6188,Needles
61,32,116,34.62944,-118.08361000000001,Palmdale
71,39,1121,34.62944,-118.08361000000001,Palmdale
94,59,1009,34.62944,-118.08361000000001,Palmdale
59,32,303,34.62944,-118.08361000000001,Palmdale
69,52,1210,34.62944,-118.08361000000001,Palmdale
76,54,512,34.62944,-118.08361000000001,Palmdale
88,66,723,34.62944,-118.08361000000001,Palmdale
91,65,724,34.62944,-118.08361000000001,Palmdale
82,56,511,34.62944,-118.08361000000001,Palmdale
100,65,615,34.62944,-118.08361000000001,Palmdale
87,59,711,34.62944,-118.08361000000001,Palmdale
73,52,523,34.62944,-118.08361000000001,Palmdale
52,36,223,34.62944,-118.08361000000001,Palmdale
100,70,613,34.62944,-118.08361000000001,Palmdale
71,59,1016,34.62944,-118.08361000000001,Palmdale
63,41,227,34.62944,-118.08361000000001,Palmdale
98,61,920,34.62944,-118.08361000000001,Palmdale
67,53,207,34.62944,-118.08361000000001,Palmdale
84,67,609,34.62944,-118.08361000000001,Palmdale
99,70,910,34.62944,-118.08361000000001,Palmdale
75,60,709,34.62944,-118.08361000000001,Palmdale
86,52,1101,34.62944,-118.08361000000001,Palmdale
77,38,214,34.62944,-118.08361000000001,Palmdale
58,25,1201,34.62944,-118.08361000000001,Palmdale
59,31,224,34.62944,-118.08361000000001,Palmdale
85,52,419,34.62944,-118.08361000000001,Palmdale
99,60,608,34.62944,-118.08361000000001,Palmdale
87,47,327,34.62944,-118.08361000000001,Palmdale
100,71,820,34.62944,-118.08361000000001,Palmdale
59,32,1204,34.62944,-118.08361000000001,Palmdale
61,48,1109,34.62944,-118.08361000000001,Palmdale
99,63,617,34.62944,-118.08361000000001,Palmdale
55,37,1104,34.62944,-118.08361000000001,Palmdale
77,37,310,34.62944,-118.08361000000001,Palmdale
79,39,216,34.62944,-118.08361000000001,Palmdale
78,56,504,34.62944,-118.08361000000001,Palmdale
81,49,316,34.62944,-118.08361000000001,Palmdale
66,34,124,34.62944,-118.08361000000001,Palmdale
96,68,804,34.62944,-118.08361000000001,Palmdale
67,36,108,34.62944,-118.08361000000001,Palmdale
99,63,924,34.62944,-118.08361000000001,Palmdale
77,39,309,34.62944,-118.08361000000001,Palmdale
81,59,503,34.62944,-118.08361000000001,Palmdale
81,49,315,34.62944,-118.08361000000001,Palmdale
68,48,414,34.62944,-118.08361000000001,Palmdale
84,58,602,34.62944,-118.08361000000001,Palmdale
95,72,731,34.62944,-118.08361000000001,Palmdale
72,29,306,34.62944,-118.08361000000001,Palmdale
43,31,1225,34.62944,-118.08361000000001,Palmdale
99,68,801,34.62944,-118.08361000000001,Palmdale
61,49,130,34.62944,-118.08361000000001,Palmdale
85,55,1007,34.62944,-118.08361000000001,Palmdale
62,31,1207,34.62944,-118.08361000000001,Palmdale
56,39,103,34.7436,-118.7242,Sandberg
86,61,716,34.7436,-118.7242,Sandberg
87,67,730,34.7436,-118.7242,Sandberg
65,48,604,34.7436,-118.7242,Sandberg
73,58,1015,34.7436,-118.7242,Sandberg
69,49,1123,34.7436,-118.7242,Sandberg
82,55,329,34.7436,-118.7242,Sandberg
80,64,1014,34.7436,-118.7242,Sandberg
77,54,511,34.7436,-118.7242,Sandberg
76,50,427,34.7436,-118.7242,Sandberg
81,56,1007,34.7436,-118.7242,Sandberg
48,34,303,34.7436,-118.7242,Sandberg
63,47,1005,34.7436,-118.7242,Sandberg
58,44,521,34.7436,-118.7242,Sandberg
91,69,618,34.7436,-118.7242,Sandberg
56,41,421,34.7436,-118.7242,Sandberg
91,67,612,34.7436,-118.7242,Sandberg
97,72,626,34.7436,-118.7242,Sandberg
68,48,917,34.7436,-118.7242,Sandberg
91,65,728,34.7436,-118.7242,Sandberg
90,66,624,34.7436,-118.7242,Sandberg
42,31,1231,34.7436,-118.7242,Sandberg
74,51,308,34.7436,-118.7242,Sandberg
90,64,701,34.7436,-118.7242,Sandberg
54,39,1109,34.7436,-118.7242,Sandberg
71,52,202,34.7436,-118.7242,Sandberg
52,42,221,34.7436,-118.7242,Sandberg
62,43,116,34.7436,-118.7242,Sandberg
66,45,517,34.7436,-118.7242,Sandberg
95,71,814,34.7436,-118.7242,Sandberg
75,57,1017,34.7436,-118.7242,Sandberg
59,43,1107,34.7436,-118.7242,Sandberg
62,43,518,34.7436,-118.7242,Sandberg
91,65,803,34.7436,-118.7242,Sandberg
81,53,1003,34.7436,-118.7242,Sandberg
65,50,206,34.7436,-118.7242,Sandberg
86,64,913,34.7436,-118.7242,Sandberg
66,44,519,34.7436,-118.7242,Sandberg
70,53,1120,34.7436,-118.7242,Sandberg
82,58,611,34.7436,-118.7242,Sandberg
53,46,110,34.7436,-118.7242,Sandberg
71,54,203,34.7436,-118.7242,Sandberg
88,64,717,34.7436,-118.7242,Sandberg
93,71,924,34.7436,-118.7242,Sandberg
94,67,617,34.7436,-118.7242,Sandberg
63,43,422,34.7436,-118.7242,Sandberg
71,52,118,34.7436,-118.7242,Sandberg
74,56,503,34.7436,-118.7242,Sandberg
89,64,822,34.7436,-118.7242,Sandberg
77,60,325,32.7336,-117.1831,San Diego
65,52,303,32.7336,-117.1831,San Diego
68,59,410,32.7336,-117.1831,San Diego
72,62,602,32.7336,-117.1831,San Diego
77,67,717,32.7336,-117.1831,San Diego
70,52,203,32.7336,-117.1831,San Diego
71,63,1005,32.7336,-117.1831,San Diego
70,65,610,32.7336,-117.1831,San Diego
68,50,119,32.7336,-117.1831,San Diego
71,63,601,32.7336,-117.1831,San Diego
89,61,313,32.7336,-117.1831,San Diego
66,50,1213,32.7336,-117.1831,San Diego
77,70,1017,32.7336,-117.1831,San Diego
70,59,426,32.7336,-117.1831,San Diego
79,69,915,32.7336,-117.1831,San Diego
65,61,222,32.7336,-117.1831,San Diego
72,54,1209,32.7336,-117.1831,San Diego
59,41,101,32.7336,-117.1831,San Diego
76,68,810,32.7336,-117.1831,San Diego
61,46,1215,32.7336,-117.1831,San Diego
71,62,414,32.7336,-117.1831,San Diego
82,66,609,32.7336,-117.1831,San Diego
74,52,1118,32.7336,-117.1831,San Diego
69,60,322,32.7336,-117.1831,San Diego
67,48,1201,32.7336,-117.1831,San Diego
68,55,108,32.7336,-117.1831,San Diego
69,47,1218,32.7336,-117.1831,San Diego
74,50,1205,32.7336,-117.1831,San Diego
77,69,903,32.7336,-117.1831,San Diego
77,56,1123,32.7336,-117.1831,San Diego
79,70,819,32.7336,-117.1831,San Diego
68,61,331,32.7336,-117.1831,San Diego
79,70,823,32.7336,-117.1831,San Diego
74,70,1016,32.7336,-117.1831,San Diego
82,64,718,32.7336,-117.1831,San Diego
76,51,1114,32.7336,-117.1831,San Diego
77,70,801,32.7336,-117.1831,San Diego
83,67,930,32.7336,-117.1831,San Diego
76,59,404,32.7336,-117.1831,San Diego
61,53,302,32.7336,-117.1831,San Diego
79,71,723,32.7336,-117.1831,San Diego
85,71,926,32.7336,-117.1831,San Diego
80,65,623,32.7336,-117.1831,San Diego
80,75,921,32.7336,-117.1831,San Diego
78,68,726,32.7336,-117.1831,San Diego
63,54,1116,32.7336,-117.1831,San Diego
67,62,526,32.7336,-117.1831,San Diego
72,60,311,32.7336,-117.1831,San Diego
78,69,917,32.7336,-117.1831,San Diego
78,69,729,32.7336,-117.1831,San Diego
62,53,1127,32.7336,-117.1831,San Diego
67,58,219,32.7336,-117.1831,San Diego
72,51,118,32.7336,-117.1831,San Diego
71,50,114,32.7336,-117.1831,San Diego
87,74,829,32.7336,-117.1831,San Diego
71,59,208,32.7336,-117.1831,San Diego
80,69,806,32.7336,-117.1831,San Diego
66,59,406,32.7336,-117.1831,San Diego
76,68,703,32.7336,-117.1831,San Diego
87,55,813,34.4258,-119.8425,Santa Barbara
67,53,310,34.4258,-119.8425,Santa Barbara
67,46,1223,34.4258,-119.8425,Santa Barbara
73,60,819,34.4258,-119.8425,Santa Barbara
80,60,928,34.4258,-119.8425,Santa Barbara
67,49,517,34.4258,-119.8425,Santa Barbara
69,53,329,34.4258,-119.8425,Santa Barbara
67,42,225,34.4258,-119.8425,Santa Barbara
69,41,1213,34.4258,-119.8425,Santa Barbara
91,62,1010,34.4258,-119.8425,Santa Barbara
70,42,115,34.4258,-119.8425,Santa Barbara
90,61,1011,34.4258,-119.8425,Santa Barbara
75,53,1006,34.4258,-119.8425,Santa Barbara
83,68,720,34.4258,-119.8425,Santa Barbara
70,47,510,34.4258,-119.8425,Santa Barbara
86,62,1002,34.4258,-119.8425,Santa Barbara
83,60,924,34.4258,-119.8425,Santa Barbara
86,53,1024,34.4258,-119.8425,Santa Barbara
71,41,1106,34.4258,-119.8425,Santa Barbara
75,63,810,34.4258,-119.8425,Santa Barbara
80,58,923,34.4258,-119.8425,Santa Barbara
69,47,130,34.4258,-119.8425,Santa Barbara
64,36,1128,34.4258,-119.8425,Santa Barbara
80,60,713,34.4258,-119.8425,Santa Barbara
80,69,1014,34.4258,-119.8425,Santa Barbara
77,58,711,34.4258,-119.8425,Santa Barbara
69,57,618,34.4258,-119.8425,Santa Barbara
70,47,414,34.4258,-119.8425,Santa Barbara
75,60,727,34.4258,-119.8425,Santa Barbara
72,41,122,34.4258,-119.8425,Santa Barbara
72,37,1205,34.4258,-119.8425,Santa Barbara
66,56,601,34.4258,-119.8425,Santa Barbara
82,47,212,34.4258,-119.8425,Santa Barbara
68,38,1111,34.4258,-119.8425,Santa Barbara
68,60,611,34.4258,-119.8425,Santa Barbara
78,37,1113,34.4258,-119.8425,Santa Barbara
63,48,119,34.4258,-119.8425,Santa Barbara
70,52,520,34.4258,-119.8425,Santa Barbara
65,41,1129,34.4258,-119.8425,Santa Barbara
86,65,827,34.4258,-119.8425,Santa Barbara
72,58,1222,34.4258,-119.8425,Santa Barbara
72,58,707,34.4258,-119.8425,Santa Barbara
70,53,331,34.4258,-119.8425,Santa Barbara
70,44,1110,34.4258,-119.8425,Santa Barbara
90,67,912,34.4258,-119.8425,Santa Barbara
73,50,515,34.4258,-119.8425,Santa Barbara
63,48,1117,33.405,-118.41583,Avalon
74,62,1209,33.405,-118.41583,Avalon
54,47,228,33.405,-118.41583,Avalon
58,52,110,33.405,-118.41583,Avalon
88,72,826,33.405,-118.41583,Avalon
78,64,213,33.405,-118.41583,Avalon
65,49,1111,33.405,-118.41583,Avalon
83,71,1031,33.405,-118.41583,Avalon
67,59,810,33.405,-118.41583,Avalon
69,56,716,33.405,-118.41583,Avalon
85,60,805,33.405,-118.41583,Avalon
88,73,925,33.405,-118.41583,Avalon
69,56,201,33.405,-118.41583,Avalon
83,68,825,33.405,-118.41583,Avalon
79,51,205,33.405,-118.41583,Avalon
88,69,1008,33.405,-118.41583,Avalon
64,49,409,33.405,-118.41583,Avalon
64,50,323,33.405,-118.41583,Avalon
79,67,1101,33.405,-118.41583,Avalon
51,43,1228,33.405,-118.41583,Avalon
68,49,331,33.405,-118.41583,Avalon
66,54,128,33.405,-118.41583,Avalon
71,56,610,33.405,-118.41583,Avalon
80,62,702,33.405,-118.41583,Avalon
71,59,917,33.405,-118.41583,Avalon
78,61,1028,33.405,-118.41583,Avalon
86,68,429,33.405,-118.41583,Avalon
68,52,305,33.405,-118.41583,Avalon
52,43,102,33.405,-118.41583,Avalon
79,53,607,33.405,-118.41583,Avalon
78,65,622,33.405,-118.41583,Avalon
71,60,822,33.405,-118.41583,Avalon
64,51,1105,33.405,-118.41583,Avalon
79,60,609,33.405,-118.41583,Avalon
63,47,304,33.405,-118.41583,Avalon
67,55,122,33.405,-118.41583,Avalon
65,56,614,33.405,-118.41583,Avalon
65,51,216,33.405,-118.41583,Avalon
67,52,602,33.405,-118.41583,Avalon
54,46,1220,33.405,-118.41583,Avalon
74,54,105,33.405,-118.41583,Avalon
65,51,402,33.405,-118.41583,Avalon
80,66,725,33.405,-118.41583,Avalon
91,78,910,33.405,-118.41583,Avalon
81,69,313,33.405,-118.41583,Avalon
53,43,101,33.405,-118.41583,Avalon
79,59,906,33.405,-118.41583,Avalon
82,68,913,33.405,-118.41583,Avalon
59,51,522,33.405,-118.41583,Avalon
70,56,108,33.405,-118.41583,Avalon
71,57,811,33.405,-118.41583,Avalon
72,61,1113,33.405,-118.41583,Avalon
69,56,707,33.405,-118.41583,Avalon
62,48,224,33.405,-118.41583,Avalon
62,48,516,33.405,-118.41583,Avalon
81,66,930,33.405,-118.41583,Avalon
55,49,1211,33.405,-118.41583,Avalon
61,52,130,33.405,-118.41583,Avalon
71,60,722,33.405,-118.41583,Avalon
90,76,827,33.405,-118.41583,Avalon
61,50,1124,33.405,-118.41583,Avalon
76,58,712,33.405,-118.41583,Avalon
71,58,727,33.405,-118.41583,Avalon
67,59,129,33.405,-118.41583,Avalon
89,60,519,32.81667,-115.68333,El Centro
104,65,608,32.81667,-115.68333,El Centro
108,81,831,32.81667,-115.68333,El Centro
75,59,222,32.81667,-115.68333,El Centro
106,74,809,32.81667,-115.68333,El Centro
94,73,1018,32.81667,-115.68333,El Centro
93,54,413,32.81667,-115.68333,El Centro
99,82,912,32.81667,-115.68333,El Centro
